#"Battery Voltage, Temperature, State of Charge"
#"Building: ECB, Meter: Combox"
#"State of charge data is provided by monitoring systems as total state of charge, not usable state of charge."
#"The batteries are only usable between 70% and 100% of total charge."
#"This site's homepage shows a calculated usable state of charge percentage."
Date,"voltage (V)","temperature (degrees C)","stateOfCharge (%)"
"2021-07-09 14:30:00",52.88,24.20,68
"2021-07-09 14:20:00",52.73,23.60,67
"2021-07-09 14:10:00",52.75,23.90,66
"2021-07-09 14:00:00",52.96,23.60,65
"2021-07-09 13:50:00",48.58,23.80,65
"2021-07-09 13:40:00",48.25,24.40,66
"2021-07-09 13:30:00",48.62,23.70,66
"2021-07-09 13:20:00",48.95,23.80,67
"2021-07-09 13:10:00",48.65,23.30,67
"2021-07-09 13:00:00",49.10,23.90,68
"2021-07-09 12:50:00",48.88,23.70,68
"2021-07-09 12:40:00",49.09,23.80,69
"2021-07-09 12:30:00",48.97,24.00,70
"2021-07-09 12:20:00",49.20,23.80,71
"2021-07-09 12:10:00",50.54,23.70,72
"2021-07-09 12:00:00",51.89,23.60,72
"2021-07-09 11:50:00",52.04,23.70,72
"2021-07-09 11:40:00",52.10,23.70,72
"2021-07-09 11:30:00",52.22,23.80,71
"2021-07-09 11:20:00",52.29,23.60,71
"2021-07-09 11:10:00",52.23,23.60,70
"2021-07-09 11:00:00",52.20,23.60,70
"2021-07-09 10:50:00",52.02,23.60,70
"2021-07-09 10:40:00",51.85,23.60,69
"2021-07-09 10:30:00",51.75,23.70,69
"2021-07-09 10:20:00",51.01,23.70,69
"2021-07-09 10:10:00",50.34,23.90,69
"2021-07-09 10:00:00",48.47,23.80,70
"2021-07-09 09:50:00",48.92,23.70,71
"2021-07-09 09:40:00",49.33,23.70,72
"2021-07-09 09:30:00",49.24,23.80,73
"2021-07-09 09:20:00",49.61,23.70,74
"2021-07-09 09:10:00",49.72,23.80,74
"2021-07-09 09:00:00",49.66,23.70,75
"2021-07-09 08:50:00",49.89,23.60,76
"2021-07-09 08:40:00",50.47,23.60,77
"2021-07-09 08:30:00",52.84,23.60,77
"2021-07-09 08:20:00",52.73,23.60,77
"2021-07-09 08:10:00",52.71,23.60,76
"2021-07-09 08:00:00",52.38,23.50,76
"2021-07-09 07:50:00",52.47,23.60,76
"2021-07-09 07:40:00",52.40,23.50,75
"2021-07-09 07:30:00",52.15,23.50,75
"2021-07-09 07:20:00",52.04,23.50,75
"2021-07-09 07:10:00",52.04,23.50,75
"2021-07-09 07:00:00",51.94,23.50,74
"2021-07-09 06:50:00",51.92,23.50,74
"2021-07-09 06:40:00",51.86,23.50,74
"2021-07-09 06:30:00",51.78,23.60,74
"2021-07-09 06:20:00",51.70,23.60,74
"2021-07-09 06:10:00",51.69,23.60,74
"2021-07-09 06:00:00",51.66,23.70,73
"2021-07-09 05:50:00",51.61,23.60,73
"2021-07-09 05:40:00",51.57,23.60,73
"2021-07-09 05:30:00",51.56,23.70,73
"2021-07-09 05:20:00",51.55,23.70,73
"2021-07-09 05:10:00",51.55,23.70,73
"2021-07-09 05:00:00",51.54,23.70,73
"2021-07-09 04:50:00",51.53,23.80,73
"2021-07-09 04:40:00",51.52,23.80,73
"2021-07-09 04:30:00",51.51,23.80,72
"2021-07-09 04:20:00",51.50,23.80,72
"2021-07-09 04:10:00",51.49,23.80,72
"2021-07-09 04:00:00",51.49,23.90,72
"2021-07-09 03:50:00",51.47,23.90,72
"2021-07-09 03:40:00",51.47,23.90,72
"2021-07-09 03:30:00",51.46,23.90,72
"2021-07-09 03:20:00",51.45,24.00,72
"2021-07-09 03:10:00",51.44,24.00,71
"2021-07-09 03:00:00",51.42,24.00,71
"2021-07-09 02:50:00",51.41,24.00,71
"2021-07-09 02:40:00",51.40,24.10,71
"2021-07-09 02:30:00",51.40,24.10,71
"2021-07-09 02:20:00",51.39,24.10,71
"2021-07-09 02:10:00",51.38,24.10,71
"2021-07-09 02:00:00",51.37,24.20,71
"2021-07-09 01:50:00",51.36,24.20,71
"2021-07-09 01:40:00",51.35,24.30,70
"2021-07-09 01:30:00",51.35,24.30,70
"2021-07-09 01:20:00",51.35,24.30,70
"2021-07-09 01:10:00",51.33,24.30,70
"2021-07-09 01:00:00",51.33,24.40,70
"2021-07-09 00:50:00",51.34,24.40,70
"2021-07-09 00:40:00",51.37,24.40,70
"2021-07-09 00:30:00",51.35,24.50,70
"2021-07-09 00:20:00",51.38,24.50,69
"2021-07-09 00:10:00",51.37,24.50,69
"2021-07-09 00:00:00",51.47,24.60,69
"2021-07-08 23:50:00",51.47,24.70,69
"2021-07-08 23:40:00",51.10,24.70,69
"2021-07-08 23:30:00",50.26,24.70,68
"2021-07-08 23:20:00",48.77,24.80,69
"2021-07-08 23:10:00",48.92,24.90,70
"2021-07-08 23:00:00",48.98,24.90,70
"2021-07-08 22:50:00",48.76,24.90,71
"2021-07-08 22:40:00",49.14,24.90,71
"2021-07-08 22:30:00",48.90,24.90,72
"2021-07-08 22:20:00",48.73,,73
"2021-07-08 22:10:00",49.11,24.90,74
"2021-07-08 22:00:00",49.20,,74
"2021-07-08 21:50:00",49.04,,75
"2021-07-08 21:40:00",49.26,25.10,76
"2021-07-08 21:30:00",49.03,,77
"2021-07-08 21:20:00",49.47,,78
"2021-07-08 21:10:00",49.51,,78
"2021-07-08 21:00:00",49.54,25.20,79
"2021-07-08 20:50:00",49.58,25.10,80
"2021-07-08 20:40:00",49.70,25.20,81
"2021-07-08 20:30:00",49.67,25.30,81
"2021-07-08 20:20:00",49.57,25.20,82
"2021-07-08 20:10:00",49.92,25.20,83
"2021-07-08 20:00:00",49.93,25.40,84
"2021-07-08 19:50:00",49.95,25.20,85
"2021-07-08 19:40:00",49.70,25.30,86
"2021-07-08 19:30:00",49.93,25.30,86
"2021-07-08 19:20:00",50.06,25.40,87
"2021-07-08 19:10:00",50.01,25.30,88
"2021-07-08 19:00:00",50.31,25.30,89
"2021-07-08 18:50:00",50.31,25.20,90
"2021-07-08 18:40:00",50.43,25.30,91
"2021-07-08 18:30:00",50.45,25.50,91
"2021-07-08 18:20:00",50.71,25.30,92
"2021-07-08 18:10:00",50.56,25.30,92
"2021-07-08 18:00:00",50.45,25.30,93
"2021-07-08 17:50:00",50.61,25.20,94
"2021-07-08 17:40:00",50.60,25.10,95
"2021-07-08 17:30:00",50.79,25.10,96
"2021-07-08 17:20:00",50.65,24.70,96
"2021-07-08 17:10:00",51.17,24.80,97
"2021-07-08 17:00:00",51.10,24.80,97
"2021-07-08 16:50:00",51.21,24.90,98
"2021-07-08 16:40:00",52.16,24.90,98
"2021-07-08 16:30:00",51.82,,98
"2021-07-08 16:20:00",52.37,25.10,98
"2021-07-08 16:10:00",51.59,,98
"2021-07-08 16:00:00",52.18,25.20,98
"2021-07-08 15:50:00",52.04,25.10,98
"2021-07-08 15:40:00",51.37,25.20,99
"2021-07-08 15:30:00",51.09,25.20,99
"2021-07-08 15:20:00",51.08,25.40,99
"2021-07-08 15:10:00",51.66,25.30,100
"2021-07-08 15:00:00",56.12,25.40,100
"2021-07-08 14:50:00",54.66,25.40,100
"2021-07-08 14:40:00",56.12,25.60,100
"2021-07-08 14:30:00",56.11,25.60,100
"2021-07-08 14:20:00",56.13,25.30,100
"2021-07-08 14:10:00",56.02,25.50,95
"2021-07-08 14:00:00",54.09,25.80,95
"2021-07-08 13:50:00",52.66,25.30,95
"2021-07-08 13:40:00",51.47,25.50,95
"2021-07-08 13:30:00",53.18,25.70,95
"2021-07-08 13:20:00",53.17,25.80,95
"2021-07-08 13:10:00",56.02,25.70,95
"2021-07-08 13:00:00",55.48,25.70,95
"2021-07-08 12:50:00",56.00,25.80,94
"2021-07-08 12:40:00",55.21,26.10,94
"2021-07-08 12:30:00",55.89,25.90,94
"2021-07-08 12:20:00",55.91,25.80,93
"2021-07-08 12:10:00",55.83,25.80,93
"2021-07-08 12:00:00",55.84,25.70,92
"2021-07-08 11:50:00",53.89,25.40,91
"2021-07-08 11:40:00",55.69,25.70,91
"2021-07-08 11:30:00",55.74,25.60,90
"2021-07-08 11:20:00",54.86,25.70,90
"2021-07-08 11:10:00",53.50,25.70,89
"2021-07-08 11:00:00",54.78,25.70,89
"2021-07-08 10:50:00",54.33,25.80,88
"2021-07-08 10:40:00",53.90,25.70,88
"2021-07-08 10:30:00",54.19,25.80,87
"2021-07-08 10:20:00",54.26,25.70,87
"2021-07-08 10:10:00",54.55,25.80,86
"2021-07-08 10:00:00",54.37,25.90,85
"2021-07-08 09:50:00",55.30,25.60,84
"2021-07-08 09:40:00",53.78,25.60,83
"2021-07-08 09:30:00",54.35,25.60,82
"2021-07-08 09:20:00",53.37,25.90,81
"2021-07-08 09:10:00",53.37,25.30,81
"2021-07-08 09:00:00",52.27,25.30,80
"2021-07-08 08:50:00",53.40,25.20,80
"2021-07-08 08:40:00",52.77,25.10,79
"2021-07-08 08:30:00",51.90,25.20,79
"2021-07-08 08:20:00",52.09,25.20,79
"2021-07-08 08:10:00",52.67,25.60,79
"2021-07-08 08:00:00",53.40,25.40,78
"2021-07-08 07:50:00",52.36,25.30,78
"2021-07-08 07:40:00",52.14,25.30,77
"2021-07-08 07:30:00",51.90,25.70,77
"2021-07-08 07:20:00",52.04,25.60,77
"2021-07-08 07:10:00",51.63,25.60,77
"2021-07-08 07:00:00",51.53,25.90,77
"2021-07-08 06:50:00",50.96,26.40,77
"2021-07-08 06:40:00",51.07,25.70,77
"2021-07-08 06:30:00",51.22,26.10,77
"2021-07-08 06:20:00",52.90,26.10,77
"2021-07-08 06:10:00",52.90,26.20,77
"2021-07-08 06:00:00",53.17,26.00,76
"2021-07-08 05:50:00",52.37,26.00,75
"2021-07-08 05:40:00",51.91,26.10,75
"2021-07-08 05:30:00",51.82,26.10,75
"2021-07-08 05:20:00",51.86,26.20,75
"2021-07-08 05:10:00",52.18,26.50,75
"2021-07-08 05:00:00",52.97,26.50,74
"2021-07-08 04:50:00",52.28,26.30,73
"2021-07-08 04:40:00",51.88,26.20,73
"2021-07-08 04:30:00",51.92,26.20,73
"2021-07-08 04:20:00",51.98,26.30,72
"2021-07-08 04:10:00",51.86,26.30,72
"2021-07-08 04:00:00",51.79,26.40,72
"2021-07-08 03:50:00",51.83,26.40,72
"2021-07-08 03:40:00",51.82,26.40,71
"2021-07-08 03:30:00",51.78,26.30,71
"2021-07-08 03:20:00",51.78,26.50,71
"2021-07-08 03:10:00",51.72,26.40,71
"2021-07-08 03:00:00",51.77,26.50,71
"2021-07-08 02:50:00",51.80,26.50,70
"2021-07-08 02:40:00",51.68,26.60,70
"2021-07-08 02:30:00",51.78,26.60,70
"2021-07-08 02:20:00",51.71,26.70,69
"2021-07-08 02:10:00",51.69,26.70,69
"2021-07-08 02:00:00",51.61,26.80,69
"2021-07-08 01:50:00",51.30,26.80,69
"2021-07-08 01:40:00",49.34,26.70,69
"2021-07-08 01:30:00",49.11,26.90,69
"2021-07-08 01:20:00",49.34,26.90,70
"2021-07-08 01:10:00",49.14,26.90,70
"2021-07-08 01:00:00",49.42,27.00,71
"2021-07-08 00:50:00",49.49,27.10,71
"2021-07-08 00:40:00",49.52,27.10,72
"2021-07-08 00:30:00",49.52,27.10,72
"2021-07-08 00:20:00",49.42,27.20,73
"2021-07-08 00:10:00",49.50,27.10,73
"2021-07-08 00:00:00",49.50,27.30,74
"2021-07-07 23:50:00",49.58,27.30,74
"2021-07-07 23:40:00",49.50,27.30,75
"2021-07-07 23:30:00",49.66,27.40,76
"2021-07-07 23:20:00",49.84,27.40,76
"2021-07-07 23:10:00",49.80,27.50,77
"2021-07-07 23:00:00",49.83,27.50,77
"2021-07-07 22:50:00",49.77,27.60,78
"2021-07-07 22:40:00",49.79,27.50,79
"2021-07-07 22:30:00",49.81,27.70,79
"2021-07-07 22:20:00",49.77,27.60,80
"2021-07-07 22:10:00",49.74,27.70,81
"2021-07-07 22:00:00",50.00,27.70,82
"2021-07-07 21:50:00",50.12,27.70,82
"2021-07-07 21:40:00",50.13,27.50,83
"2021-07-07 21:30:00",50.12,27.80,84
"2021-07-07 21:20:00",50.15,27.40,85
"2021-07-07 21:10:00",50.27,27.80,86
"2021-07-07 21:00:00",50.41,27.50,86
"2021-07-07 20:50:00",50.26,27.80,87
"2021-07-07 20:40:00",50.14,27.70,88
"2021-07-07 20:30:00",50.31,27.80,88
"2021-07-07 20:20:00",50.36,27.60,89
"2021-07-07 20:10:00",50.58,27.60,90
"2021-07-07 20:00:00",50.34,27.40,91
"2021-07-07 19:50:00",50.49,27.20,92
"2021-07-07 19:40:00",50.34,27.40,93
"2021-07-07 19:30:00",50.57,27.20,94
"2021-07-07 19:20:00",50.57,27.50,95
"2021-07-07 19:10:00",50.78,27.50,96
"2021-07-07 19:00:00",50.65,27.50,96
"2021-07-07 18:50:00",51.09,27.50,97
"2021-07-07 18:40:00",51.03,27.40,98
"2021-07-07 18:30:00",50.75,27.60,98
"2021-07-07 18:20:00",51.11,27.60,99
"2021-07-07 18:10:00",51.26,27.70,100
"2021-07-07 18:00:00",52.03,27.70,100
"2021-07-07 17:50:00",52.99,27.80,100
"2021-07-07 17:40:00",55.99,27.90,100
"2021-07-07 17:30:00",56.01,27.90,100
"2021-07-07 17:20:00",55.93,27.90,100
"2021-07-07 17:10:00",52.14,27.80,100
"2021-07-07 17:00:00",53.09,27.90,100
"2021-07-07 16:50:00",52.86,27.80,100
"2021-07-07 16:40:00",52.32,27.90,100
"2021-07-07 16:30:00",53.60,27.90,100
"2021-07-07 16:20:00",53.81,27.90,100
"2021-07-07 16:10:00",54.46,28.10,100
"2021-07-07 16:00:00",53.67,28.00,100
"2021-07-07 15:50:00",55.99,28.00,100
"2021-07-07 15:40:00",55.93,28.10,100
"2021-07-07 15:30:00",55.98,28.00,100
"2021-07-07 15:20:00",55.45,28.20,100
"2021-07-07 15:10:00",55.94,27.80,100
"2021-07-07 15:00:00",55.96,28.10,100
"2021-07-07 14:50:00",55.92,28.30,100
"2021-07-07 14:40:00",55.92,28.00,100
"2021-07-07 14:30:00",55.95,28.10,100
"2021-07-07 14:20:00",53.74,27.90,100
"2021-07-07 14:10:00",55.93,28.10,100
"2021-07-07 14:00:00",55.86,28.10,100
"2021-07-07 13:50:00",55.86,28.10,100
"2021-07-07 13:40:00",55.79,27.90,100
"2021-07-07 13:30:00",55.81,27.90,100
"2021-07-07 13:20:00",55.76,27.80,100
"2021-07-07 13:10:00",55.83,28.00,100
"2021-07-07 13:00:00",55.77,27.90,95
"2021-07-07 12:50:00",52.91,27.80,94
"2021-07-07 12:40:00",55.62,28.10,94
"2021-07-07 12:30:00",55.77,28.00,94
"2021-07-07 12:20:00",55.80,28.10,94
"2021-07-07 12:10:00",55.79,27.80,93
"2021-07-07 12:00:00",55.70,27.80,93
"2021-07-07 11:50:00",55.76,27.60,93
"2021-07-07 11:40:00",55.73,27.50,92
"2021-07-07 11:30:00",55.71,27.50,92
"2021-07-07 11:20:00",55.70,27.40,91
"2021-07-07 11:10:00",55.73,27.40,91
"2021-07-07 11:00:00",55.69,27.20,91
"2021-07-07 10:50:00",55.41,27.10,90
"2021-07-07 10:40:00",55.50,27.10,90
"2021-07-07 10:30:00",55.38,26.90,89
"2021-07-07 10:20:00",55.44,26.80,88
"2021-07-07 10:10:00",55.48,26.60,88
"2021-07-07 10:00:00",55.39,26.50,87
"2021-07-07 09:50:00",54.44,26.40,86
"2021-07-07 09:40:00",54.45,26.40,86
"2021-07-07 09:30:00",55.33,26.40,85
"2021-07-07 09:20:00",54.54,26.10,84
"2021-07-07 09:10:00",54.38,26.00,83
"2021-07-07 09:00:00",53.78,26.20,83
"2021-07-07 08:50:00",53.81,26.20,82
"2021-07-07 08:40:00",53.62,26.10,81
"2021-07-07 08:30:00",53.71,26.00,81
"2021-07-07 08:20:00",53.15,26.00,80
"2021-07-07 08:10:00",53.25,25.80,79
"2021-07-07 08:00:00",52.84,25.80,79
"2021-07-07 07:50:00",52.50,25.70,78
"2021-07-07 07:40:00",52.69,25.70,78
"2021-07-07 07:30:00",52.52,25.70,78
"2021-07-07 07:20:00",53.82,25.70,77
"2021-07-07 07:10:00",53.43,25.70,76
"2021-07-07 07:00:00",53.18,25.60,76
"2021-07-07 06:50:00",52.98,25.50,75
"2021-07-07 06:40:00",52.75,25.40,74
"2021-07-07 06:30:00",52.53,25.50,74
"2021-07-07 06:20:00",52.39,25.40,73
"2021-07-07 06:10:00",52.31,25.40,73
"2021-07-07 06:00:00",52.25,25.50,73
"2021-07-07 05:50:00",52.01,25.40,72
"2021-07-07 05:40:00",51.88,25.30,72
"2021-07-07 05:30:00",51.79,25.40,72
"2021-07-07 05:20:00",51.71,25.40,72
"2021-07-07 05:10:00",51.74,25.60,71
"2021-07-07 05:00:00",51.70,25.50,71
"2021-07-07 04:50:00",51.69,25.50,71
"2021-07-07 04:40:00",51.72,25.50,71
"2021-07-07 04:30:00",51.80,25.50,70
"2021-07-07 04:20:00",51.68,25.50,70
"2021-07-07 04:10:00",51.60,25.60,70
"2021-07-07 04:00:00",51.61,25.50,70
"2021-07-07 03:50:00",51.60,25.60,70
"2021-07-07 03:40:00",51.53,25.70,69
"2021-07-07 03:30:00",51.50,25.70,69
"2021-07-07 03:20:00",51.45,25.70,69
"2021-07-07 03:10:00",51.43,25.80,69
"2021-07-07 03:00:00",50.97,25.80,69
"2021-07-07 02:50:00",49.09,25.80,69
"2021-07-07 02:40:00",49.11,26.00,69
"2021-07-07 02:30:00",48.90,25.90,70
"2021-07-07 02:20:00",49.11,26.10,71
"2021-07-07 02:10:00",49.13,25.80,72
"2021-07-07 02:00:00",49.50,25.90,72
"2021-07-07 01:50:00",49.47,25.90,73
"2021-07-07 01:40:00",49.36,26.00,73
"2021-07-07 01:30:00",49.64,26.00,74
"2021-07-07 01:20:00",49.63,26.00,74
"2021-07-07 01:10:00",49.89,26.20,75
"2021-07-07 01:00:00",49.83,26.10,75
"2021-07-07 00:50:00",49.84,26.00,76
"2021-07-07 00:40:00",49.94,26.00,76
"2021-07-07 00:30:00",49.83,26.10,77
"2021-07-07 00:20:00",,,
"2021-07-07 00:10:00",50.20,26.10,77
"2021-07-07 00:00:00",50.29,26.10,78
"2021-07-06 23:50:00",50.02,26.30,78
"2021-07-06 23:40:00",49.98,26.10,78
"2021-07-06 23:30:00",50.25,26.30,79
"2021-07-06 23:20:00",50.15,26.20,79
"2021-07-06 23:10:00",50.35,26.50,79
"2021-07-06 23:00:00",50.25,26.30,80
"2021-07-06 22:50:00",50.23,26.50,80
"2021-07-06 22:40:00",50.28,26.20,81
"2021-07-06 22:30:00",50.32,26.70,81
"2021-07-06 22:20:00",50.37,26.30,82
"2021-07-06 22:10:00",50.35,26.60,82
"2021-07-06 22:00:00",50.48,26.40,83
"2021-07-06 21:50:00",50.33,26.60,83
"2021-07-06 21:40:00",50.28,26.50,84
"2021-07-06 21:30:00",50.63,26.60,84
"2021-07-06 21:20:00",50.58,26.50,85
"2021-07-06 21:10:00",50.83,26.70,85
"2021-07-06 21:00:00",50.71,26.60,85
"2021-07-06 20:50:00",50.67,26.80,86
"2021-07-06 20:40:00",50.53,26.60,86
"2021-07-06 20:30:00",50.94,26.50,87
"2021-07-06 20:20:00",50.99,26.70,87
"2021-07-06 20:10:00",50.94,26.60,87
"2021-07-06 20:00:00",51.11,27.00,88
"2021-07-06 19:50:00",50.96,26.80,88
"2021-07-06 19:40:00",51.24,26.80,88
"2021-07-06 19:30:00",51.04,26.90,88
"2021-07-06 19:20:00",50.83,26.60,89
"2021-07-06 19:10:00",50.76,26.60,89
"2021-07-06 19:00:00",50.90,26.70,90
"2021-07-06 18:50:00",51.15,26.50,90
"2021-07-06 18:40:00",51.26,26.30,91
"2021-07-06 18:30:00",51.74,26.10,91
"2021-07-06 18:20:00",51.52,26.40,91
"2021-07-06 18:10:00",51.87,26.30,91
"2021-07-06 18:00:00",50.82,26.50,92
"2021-07-06 17:50:00",51.24,26.70,92
"2021-07-06 17:40:00",51.14,26.60,93
"2021-07-06 17:30:00",52.28,26.70,93
"2021-07-06 17:20:00",52.05,26.50,93
"2021-07-06 17:10:00",55.00,26.70,93
"2021-07-06 17:00:00",55.68,26.60,93
"2021-07-06 16:50:00",54.44,26.70,92
"2021-07-06 16:40:00",55.49,26.70,92
"2021-07-06 16:30:00",55.66,26.80,91
"2021-07-06 16:20:00",55.66,26.70,91
"2021-07-06 16:10:00",53.82,26.70,90
"2021-07-06 16:00:00",55.55,26.60,90
"2021-07-06 15:50:00",55.58,26.60,89
"2021-07-06 15:40:00",55.08,26.60,88
"2021-07-06 15:30:00",54.28,26.40,88
"2021-07-06 15:20:00",53.62,26.40,87
"2021-07-06 15:10:00",54.74,26.30,86
"2021-07-06 15:00:00",55.44,26.20,85
"2021-07-06 14:50:00",55.42,26.20,84
"2021-07-06 14:40:00",55.33,26.10,83
"2021-07-06 14:30:00",55.25,25.90,82
"2021-07-06 14:20:00",55.03,25.80,81
"2021-07-06 14:10:00",55.12,25.70,80
"2021-07-06 14:00:00",55.08,25.20,78
"2021-07-06 13:50:00",54.65,25.10,77
"2021-07-06 13:40:00",53.20,24.80,77
"2021-07-06 13:30:00",52.84,24.70,76
"2021-07-06 13:20:00",52.14,24.70,76
"2021-07-06 13:10:00",52.88,24.90,75
"2021-07-06 13:00:00",52.68,24.70,75
"2021-07-06 12:50:00",52.98,24.60,74
"2021-07-06 12:40:00",52.59,24.60,74
"2021-07-06 12:30:00",51.86,24.70,73
"2021-07-06 12:20:00",51.12,24.50,73
"2021-07-06 12:10:00",50.34,24.50,73
"2021-07-06 12:00:00",50.46,24.40,73
"2021-07-06 11:50:00",50.39,24.30,73
"2021-07-06 11:40:00",50.20,24.30,73
"2021-07-06 11:30:00",49.98,24.60,74
"2021-07-06 11:20:00",49.90,24.60,74
"2021-07-06 11:10:00",49.80,24.50,75
"2021-07-06 11:00:00",50.14,24.50,75
"2021-07-06 10:50:00",50.35,24.50,76
"2021-07-06 10:40:00",50.65,24.40,76
"2021-07-06 10:30:00",50.82,24.30,76
"2021-07-06 10:20:00",50.74,24.50,77
"2021-07-06 10:10:00",50.71,24.70,77
"2021-07-06 10:00:00",51.40,24.50,77
"2021-07-06 09:50:00",53.30,24.50,77
"2021-07-06 09:40:00",52.96,24.50,76
"2021-07-06 09:30:00",53.04,24.50,76
"2021-07-06 09:20:00",53.32,24.40,75
"2021-07-06 09:10:00",53.14,24.50,74
"2021-07-06 09:00:00",52.96,24.30,73
"2021-07-06 08:50:00",52.87,24.30,73
"2021-07-06 08:40:00",53.06,24.30,72
"2021-07-06 08:30:00",53.01,24.10,71
"2021-07-06 08:20:00",52.74,24.10,70
"2021-07-06 08:10:00",52.55,24.10,70
"2021-07-06 08:00:00",52.49,24.00,69
"2021-07-06 07:50:00",49.31,23.90,69
"2021-07-06 07:40:00",49.52,24.00,69
"2021-07-06 07:30:00",48.87,23.90,69
"2021-07-06 07:20:00",49.16,24.10,69
"2021-07-06 07:10:00",48.94,24.10,70
"2021-07-06 07:00:00",49.14,24.00,70
"2021-07-06 06:50:00",49.34,24.00,70
"2021-07-06 06:40:00",49.67,24.00,71
"2021-07-06 06:30:00",49.61,24.00,71
"2021-07-06 06:20:00",49.75,24.20,71
"2021-07-06 06:10:00",49.55,24.10,71
"2021-07-06 06:00:00",49.45,24.00,71
"2021-07-06 05:50:00",49.52,24.10,72
"2021-07-06 05:40:00",49.62,24.10,72
"2021-07-06 05:30:00",49.56,24.10,72
"2021-07-06 05:20:00",49.87,24.00,72
"2021-07-06 05:10:00",49.60,24.10,72
"2021-07-06 05:00:00",49.51,24.20,73
"2021-07-06 04:50:00",49.34,24.10,73
"2021-07-06 04:40:00",49.31,24.20,73
"2021-07-06 04:30:00",49.71,24.10,74
"2021-07-06 04:20:00",49.68,24.10,74
"2021-07-06 04:10:00",49.58,24.30,74
"2021-07-06 04:00:00",49.57,24.20,75
"2021-07-06 03:50:00",49.69,24.30,75
"2021-07-06 03:40:00",49.59,24.30,75
"2021-07-06 03:30:00",49.58,24.30,76
"2021-07-06 03:20:00",49.75,24.40,76
"2021-07-06 03:10:00",49.55,24.40,77
"2021-07-06 03:00:00",49.87,24.40,77
"2021-07-06 02:50:00",49.74,24.40,77
"2021-07-06 02:40:00",49.86,24.30,78
"2021-07-06 02:30:00",49.60,24.40,78
"2021-07-06 02:20:00",49.89,24.50,78
"2021-07-06 02:10:00",49.94,24.60,79
"2021-07-06 02:00:00",49.92,24.60,79
"2021-07-06 01:50:00",50.08,24.60,79
"2021-07-06 01:40:00",50.08,24.70,80
"2021-07-06 01:30:00",50.10,24.70,80
"2021-07-06 01:20:00",50.04,24.80,80
"2021-07-06 01:10:00",50.00,24.70,81
"2021-07-06 01:00:00",49.80,24.80,81
"2021-07-06 00:50:00",50.16,24.70,81
"2021-07-06 00:40:00",50.00,,82
"2021-07-06 00:30:00",49.91,24.80,82
"2021-07-06 00:20:00",50.12,24.90,83
"2021-07-06 00:10:00",50.00,24.90,83
"2021-07-06 00:00:00",50.11,,84
"2021-07-05 23:50:00",50.00,,84
"2021-07-05 23:40:00",50.09,,85
"2021-07-05 23:30:00",50.15,,86
"2021-07-05 23:20:00",50.51,,86
"2021-07-05 23:10:00",50.46,25.10,86
"2021-07-05 23:00:00",50.50,24.90,87
"2021-07-05 22:50:00",50.34,,87
"2021-07-05 22:40:00",50.45,25.20,88
"2021-07-05 22:30:00",50.15,25.20,88
"2021-07-05 22:20:00",50.54,25.20,89
"2021-07-05 22:10:00",50.76,25.20,89
"2021-07-05 22:00:00",50.51,25.30,90
"2021-07-05 21:50:00",50.77,25.40,90
"2021-07-05 21:40:00",50.61,25.30,91
"2021-07-05 21:30:00",50.77,25.50,91
"2021-07-05 21:20:00",50.31,25.30,91
"2021-07-05 21:10:00",50.59,25.60,92
"2021-07-05 21:00:00",51.12,25.40,92
"2021-07-05 20:50:00",50.68,25.50,93
"2021-07-05 20:40:00",50.90,25.50,93
"2021-07-05 20:30:00",50.92,25.20,94
"2021-07-05 20:20:00",50.97,25.60,94
"2021-07-05 20:10:00",51.11,25.20,94
"2021-07-05 20:00:00",51.02,25.40,95
"2021-07-05 19:50:00",50.75,25.60,95
"2021-07-05 19:40:00",51.07,25.80,95
"2021-07-05 19:30:00",51.28,25.80,96
"2021-07-05 19:20:00",50.80,25.70,96
"2021-07-05 19:10:00",50.70,25.80,97
"2021-07-05 19:00:00",51.00,25.60,97
"2021-07-05 18:50:00",50.96,25.80,98
"2021-07-05 18:40:00",51.45,25.70,98
"2021-07-05 18:30:00",51.15,25.80,99
"2021-07-05 18:20:00",51.04,25.80,99
"2021-07-05 18:10:00",51.13,25.80,100
"2021-07-05 18:00:00",51.90,25.70,100
"2021-07-05 17:50:00",52.04,25.70,100
"2021-07-05 17:40:00",52.91,25.70,100
"2021-07-05 17:30:00",52.86,25.80,100
"2021-07-05 17:20:00",53.28,25.80,100
"2021-07-05 17:10:00",53.32,25.70,100
"2021-07-05 17:00:00",53.34,25.70,100
"2021-07-05 16:50:00",53.32,25.70,100
"2021-07-05 16:40:00",53.34,25.70,100
"2021-07-05 16:30:00",53.34,25.70,100
"2021-07-05 16:20:00",53.34,25.50,100
"2021-07-05 16:10:00",53.31,25.60,100
"2021-07-05 16:00:00",53.29,25.50,100
"2021-07-05 15:50:00",53.31,25.50,100
"2021-07-05 15:40:00",53.34,25.60,100
"2021-07-05 15:30:00",53.35,25.50,100
"2021-07-05 15:20:00",53.32,25.30,100
"2021-07-05 15:10:00",53.36,25.30,100
"2021-07-05 15:00:00",53.34,25.30,100
"2021-07-05 14:50:00",56.09,25.10,100
"2021-07-05 14:40:00",56.13,25.20,100
"2021-07-05 14:30:00",56.07,,100
"2021-07-05 14:20:00",56.09,25.10,100
"2021-07-05 14:10:00",56.09,24.90,98
