#"Battery Voltage, Temperature, State of Charge"
#"Building: ECB, Meter: Combox"
#"State of charge data is provided by monitoring systems as total state of charge, not usable state of charge."
#"The batteries are only usable between 70% and 100% of total charge."
#"This site's homepage shows a calculated usable state of charge percentage."
Date,"voltage (V)","temperature (degrees C)","stateOfCharge (%)"
"2021-07-13 15:10:00",53.85,25.70,87
"2021-07-13 15:00:00",55.10,25.70,87
"2021-07-13 14:50:00",55.62,25.50,86
"2021-07-13 14:40:00",54.38,25.50,86
"2021-07-13 14:30:00",53.83,25.50,85
"2021-07-13 14:20:00",53.72,25.40,85
"2021-07-13 14:10:00",55.71,25.30,84
"2021-07-13 14:00:00",55.41,25.20,83
"2021-07-13 13:50:00",55.70,25.10,83
"2021-07-13 13:40:00",55.58,,82
"2021-07-13 13:30:00",55.61,,81
"2021-07-13 13:20:00",55.56,24.80,80
"2021-07-13 13:10:00",55.57,24.70,79
"2021-07-13 13:00:00",54.72,24.70,78
"2021-07-13 12:50:00",53.15,24.50,77
"2021-07-13 12:40:00",51.37,24.50,77
"2021-07-13 12:30:00",50.95,24.60,77
"2021-07-13 12:20:00",50.11,24.40,77
"2021-07-13 12:10:00",50.27,24.50,78
"2021-07-13 12:00:00",50.37,24.60,78
"2021-07-13 11:50:00",50.61,24.50,79
"2021-07-13 11:40:00",50.74,24.50,79
"2021-07-13 11:30:00",51.17,24.50,79
"2021-07-13 11:20:00",52.42,24.50,79
"2021-07-13 11:10:00",52.12,24.60,79
"2021-07-13 11:00:00",51.27,24.50,79
"2021-07-13 10:50:00",51.34,24.50,79
"2021-07-13 10:40:00",51.84,24.40,79
"2021-07-13 10:30:00",51.56,24.50,79
"2021-07-13 10:20:00",51.52,24.50,79
"2021-07-13 10:10:00",53.54,24.50,79
"2021-07-13 10:00:00",52.68,24.30,78
"2021-07-13 09:50:00",53.85,24.40,78
"2021-07-13 09:40:00",52.79,24.30,77
"2021-07-13 09:30:00",52.23,24.30,77
"2021-07-13 09:20:00",52.07,24.20,77
"2021-07-13 09:10:00",51.08,24.20,77
"2021-07-13 09:00:00",50.69,24.20,77
"2021-07-13 08:50:00",50.49,24.20,77
"2021-07-13 08:40:00",51.36,24.30,77
"2021-07-13 08:30:00",51.38,24.20,77
"2021-07-13 08:20:00",51.90,24.20,78
"2021-07-13 08:10:00",53.02,24.20,77
"2021-07-13 08:00:00",52.69,24.20,77
"2021-07-13 07:50:00",52.56,24.20,76
"2021-07-13 07:40:00",52.55,24.20,76
"2021-07-13 07:30:00",52.81,24.30,76
"2021-07-13 07:20:00",52.58,24.20,75
"2021-07-13 07:10:00",52.38,24.10,75
"2021-07-13 07:00:00",52.34,24.20,75
"2021-07-13 06:50:00",52.26,24.20,75
"2021-07-13 06:40:00",52.16,24.10,74
"2021-07-13 06:30:00",52.10,24.20,74
"2021-07-13 06:20:00",51.93,24.20,74
"2021-07-13 06:10:00",51.86,24.20,74
"2021-07-13 06:00:00",51.86,24.20,74
"2021-07-13 05:50:00",51.80,24.30,73
"2021-07-13 05:40:00",51.75,24.30,73
"2021-07-13 05:30:00",51.69,24.30,73
"2021-07-13 05:20:00",51.68,24.30,73
"2021-07-13 05:10:00",51.67,24.30,73
"2021-07-13 05:00:00",51.60,24.30,73
"2021-07-13 04:50:00",51.58,24.40,73
"2021-07-13 04:40:00",51.59,24.40,73
"2021-07-13 04:30:00",51.58,24.40,72
"2021-07-13 04:20:00",51.56,24.40,72
"2021-07-13 04:10:00",51.55,24.40,72
"2021-07-13 04:00:00",51.55,24.50,72
"2021-07-13 03:50:00",51.54,24.50,72
"2021-07-13 03:40:00",51.53,24.50,72
"2021-07-13 03:30:00",51.52,24.50,72
"2021-07-13 03:20:00",51.50,24.60,72
"2021-07-13 03:10:00",51.49,24.60,72
"2021-07-13 03:00:00",51.48,24.60,72
"2021-07-13 02:50:00",51.47,24.70,71
"2021-07-13 02:40:00",51.46,24.70,71
"2021-07-13 02:30:00",51.45,24.70,71
"2021-07-13 02:20:00",51.43,24.70,71
"2021-07-13 02:10:00",51.40,24.80,71
"2021-07-13 02:00:00",51.40,24.80,71
"2021-07-13 01:50:00",51.37,24.80,71
"2021-07-13 01:40:00",51.36,24.80,71
"2021-07-13 01:30:00",51.30,24.80,71
"2021-07-13 01:20:00",51.37,24.90,71
"2021-07-13 01:10:00",51.37,24.90,70
"2021-07-13 01:00:00",51.35,24.90,70
"2021-07-13 00:50:00",51.34,,70
"2021-07-13 00:40:00",51.34,,70
"2021-07-13 00:30:00",51.32,25.10,70
"2021-07-13 00:20:00",51.31,25.10,70
"2021-07-13 00:10:00",51.29,25.10,70
"2021-07-13 00:00:00",51.27,25.20,70
"2021-07-12 23:50:00",51.25,25.20,70
"2021-07-12 23:40:00",51.22,25.20,69
"2021-07-12 23:30:00",51.18,25.30,69
"2021-07-12 23:20:00",51.16,25.30,69
"2021-07-12 23:10:00",51.11,25.30,69
"2021-07-12 23:00:00",51.06,25.40,69
"2021-07-12 22:50:00",51.02,25.40,69
"2021-07-12 22:40:00",50.96,25.40,69
"2021-07-12 22:30:00",50.89,25.50,69
"2021-07-12 22:20:00",50.80,25.60,69
"2021-07-12 22:10:00",50.66,25.60,69
"2021-07-12 22:00:00",50.32,25.70,68
"2021-07-12 21:50:00",49.26,25.80,69
"2021-07-12 21:40:00",49.10,25.80,70
"2021-07-12 21:30:00",49.30,25.80,71
"2021-07-12 21:20:00",49.36,25.90,71
"2021-07-12 21:10:00",49.25,25.90,72
"2021-07-12 21:00:00",49.41,26.00,73
"2021-07-12 20:50:00",49.45,25.90,74
"2021-07-12 20:40:00",49.54,26.00,74
"2021-07-12 20:30:00",49.57,26.00,75
"2021-07-12 20:20:00",49.81,26.00,76
"2021-07-12 20:10:00",49.90,26.00,77
"2021-07-12 20:00:00",49.92,26.10,77
"2021-07-12 19:50:00",49.74,26.10,78
"2021-07-12 19:40:00",49.88,26.10,79
"2021-07-12 19:30:00",49.96,26.10,80
"2021-07-12 19:20:00",49.85,26.20,80
"2021-07-12 19:10:00",49.86,26.10,81
"2021-07-12 19:00:00",50.08,26.10,82
"2021-07-12 18:50:00",50.54,26.00,83
"2021-07-12 18:40:00",50.59,26.10,83
"2021-07-12 18:30:00",50.33,26.10,84
"2021-07-12 18:20:00",50.74,26.10,85
"2021-07-12 18:10:00",50.61,26.10,85
"2021-07-12 18:00:00",50.79,26.10,86
"2021-07-12 17:50:00",51.75,26.10,86
"2021-07-12 17:40:00",52.22,26.00,86
"2021-07-12 17:30:00",53.23,26.00,86
"2021-07-12 17:20:00",52.58,26.00,86
"2021-07-12 17:10:00",52.18,26.00,85
"2021-07-12 17:00:00",53.79,25.90,85
"2021-07-12 16:50:00",53.31,25.90,85
"2021-07-12 16:40:00",52.88,25.80,84
"2021-07-12 16:30:00",52.55,25.80,84
"2021-07-12 16:20:00",54.51,25.80,84
"2021-07-12 16:10:00",53.37,25.90,83
"2021-07-12 16:00:00",54.07,25.80,83
"2021-07-12 15:50:00",51.73,25.70,82
"2021-07-12 15:40:00",51.75,25.70,82
"2021-07-12 15:30:00",51.97,25.70,82
"2021-07-12 15:20:00",52.38,25.80,82
"2021-07-12 15:10:00",51.83,25.70,82
"2021-07-12 15:00:00",51.84,25.70,82
"2021-07-12 14:50:00",51.28,25.60,82
"2021-07-12 14:40:00",52.60,25.80,82
"2021-07-12 14:30:00",54.08,25.70,81
"2021-07-12 14:20:00",52.65,25.40,80
"2021-07-12 14:10:00",52.98,25.50,80
"2021-07-12 14:00:00",53.74,25.50,80
"2021-07-12 13:50:00",53.50,25.50,79
"2021-07-12 13:40:00",54.08,25.40,78
"2021-07-12 13:30:00",53.46,25.20,77
"2021-07-12 13:20:00",53.30,25.20,76
"2021-07-12 13:10:00",52.81,25.20,76
"2021-07-12 13:00:00",52.90,25.20,76
"2021-07-12 12:50:00",52.78,25.20,75
"2021-07-12 12:40:00",52.66,25.10,75
"2021-07-12 12:30:00",52.41,25.10,74
"2021-07-12 12:20:00",52.54,25.10,74
"2021-07-12 12:10:00",52.60,25.10,73
"2021-07-12 12:00:00",52.61,,73
"2021-07-12 11:50:00",52.47,,72
"2021-07-12 11:40:00",52.35,,72
"2021-07-12 11:30:00",52.40,,71
"2021-07-12 11:20:00",52.39,,71
"2021-07-12 11:10:00",52.19,,71
"2021-07-12 11:00:00",52.53,,70
"2021-07-12 10:50:00",52.31,,70
"2021-07-12 10:40:00",52.91,,69
"2021-07-12 10:30:00",52.68,,68
"2021-07-12 10:20:00",52.28,24.80,68
"2021-07-12 10:10:00",52.31,24.80,67
"2021-07-12 10:00:00",52.08,24.70,66
"2021-07-12 09:50:00",51.89,24.80,66
"2021-07-12 09:40:00",51.81,24.70,66
"2021-07-12 09:30:00",51.92,24.70,65
"2021-07-12 09:20:00",51.48,24.70,65
"2021-07-12 09:10:00",51.29,24.70,64
"2021-07-12 09:00:00",51.44,24.70,64
"2021-07-12 08:50:00",51.31,24.70,64
"2021-07-12 08:40:00",51.59,24.80,64
"2021-07-12 08:30:00",51.46,24.80,63
"2021-07-12 08:20:00",51.51,24.70,63
"2021-07-12 08:10:00",51.95,24.80,62
"2021-07-12 08:00:00",51.49,24.80,62
"2021-07-12 07:50:00",51.76,24.90,62
"2021-07-12 07:40:00",51.39,24.80,61
"2021-07-12 07:30:00",51.16,24.80,61
"2021-07-12 07:20:00",51.25,24.80,60
"2021-07-12 07:10:00",51.20,24.80,60
"2021-07-12 07:00:00",51.28,24.80,60
"2021-07-12 06:50:00",51.18,24.80,60
"2021-07-12 06:40:00",51.23,,59
"2021-07-12 06:30:00",51.14,24.80,59
"2021-07-12 06:20:00",51.12,24.80,59
"2021-07-12 06:10:00",50.88,24.90,58
"2021-07-12 06:00:00",50.94,24.80,58
"2021-07-12 05:50:00",50.79,24.80,58
"2021-07-12 05:40:00",50.80,24.90,58
"2021-07-12 05:30:00",50.69,24.90,57
"2021-07-12 05:20:00",50.72,24.90,57
"2021-07-12 05:10:00",50.73,24.90,57
"2021-07-12 05:00:00",50.62,24.90,57
"2021-07-12 04:50:00",50.69,24.90,57
"2021-07-12 04:40:00",50.18,24.90,57
"2021-07-12 04:30:00",47.64,25.10,57
"2021-07-12 04:20:00",48.23,25.10,57
"2021-07-12 04:10:00",48.01,25.20,57
"2021-07-12 04:00:00",48.28,25.10,58
"2021-07-12 03:50:00",48.28,25.20,58
"2021-07-12 03:40:00",48.42,25.20,59
"2021-07-12 03:30:00",48.26,25.30,59
"2021-07-12 03:20:00",48.36,25.30,59
"2021-07-12 03:10:00",48.05,25.30,60
"2021-07-12 03:00:00",47.93,25.40,61
"2021-07-12 02:50:00",47.90,25.40,61
"2021-07-12 02:40:00",48.24,25.40,62
"2021-07-12 02:30:00",48.28,25.40,63
"2021-07-12 02:20:00",48.18,25.40,63
"2021-07-12 02:10:00",48.37,25.50,64
"2021-07-12 02:00:00",48.13,25.40,65
"2021-07-12 01:50:00",48.36,25.60,65
"2021-07-12 01:40:00",48.25,25.50,66
"2021-07-12 01:30:00",48.14,25.60,67
"2021-07-12 01:20:00",48.23,25.60,68
"2021-07-12 01:10:00",48.29,25.60,69
"2021-07-12 01:00:00",48.45,25.70,69
"2021-07-12 00:50:00",48.42,25.70,70
"2021-07-12 00:40:00",48.56,25.70,71
"2021-07-12 00:30:00",48.76,25.50,72
"2021-07-12 00:20:00",48.75,25.70,73
"2021-07-12 00:10:00",48.68,25.70,74
"2021-07-12 00:00:00",49.14,25.60,74
"2021-07-11 23:50:00",49.12,25.80,75
"2021-07-11 23:40:00",49.21,25.80,76
"2021-07-11 23:30:00",48.97,25.70,77
"2021-07-11 23:20:00",49.27,25.70,78
"2021-07-11 23:10:00",49.28,25.70,79
"2021-07-11 23:00:00",49.38,25.70,79
"2021-07-11 22:50:00",49.44,25.80,80
"2021-07-11 22:40:00",49.84,25.60,81
"2021-07-11 22:30:00",49.90,25.60,82
"2021-07-11 22:20:00",49.86,25.70,82
"2021-07-11 22:10:00",49.99,25.60,83
"2021-07-11 22:00:00",49.87,25.60,84
"2021-07-11 21:50:00",50.06,25.70,85
"2021-07-11 21:40:00",50.06,25.70,85
"2021-07-11 21:30:00",50.22,25.70,86
"2021-07-11 21:20:00",50.11,25.80,86
"2021-07-11 21:10:00",50.39,25.70,87
"2021-07-11 21:00:00",50.62,25.70,87
"2021-07-11 20:50:00",50.30,25.70,88
"2021-07-11 20:40:00",50.60,25.80,88
"2021-07-11 20:30:00",50.54,25.60,89
"2021-07-11 20:20:00",50.77,25.70,89
"2021-07-11 20:10:00",50.66,25.70,89
"2021-07-11 20:00:00",50.59,25.70,90
"2021-07-11 19:50:00",50.81,25.80,90
"2021-07-11 19:40:00",50.40,25.60,90
"2021-07-11 19:30:00",50.94,25.60,91
"2021-07-11 19:20:00",50.67,25.50,91
"2021-07-11 19:10:00",50.66,25.60,91
"2021-07-11 19:00:00",50.92,25.40,92
"2021-07-11 18:50:00",50.95,25.70,92
"2021-07-11 18:40:00",50.65,25.70,92
"2021-07-11 18:30:00",50.68,25.70,93
"2021-07-11 18:20:00",50.95,25.80,93
"2021-07-11 18:10:00",50.77,25.80,94
"2021-07-11 18:00:00",50.69,25.90,94
"2021-07-11 17:50:00",50.84,25.90,95
"2021-07-11 17:40:00",50.93,25.80,95
"2021-07-11 17:30:00",51.70,25.80,96
"2021-07-11 17:20:00",51.25,25.90,96
"2021-07-11 17:10:00",51.46,26.10,96
"2021-07-11 17:00:00",51.66,25.90,96
"2021-07-11 16:50:00",51.76,26.10,96
"2021-07-11 16:40:00",51.45,26.40,97
"2021-07-11 16:30:00",51.75,26.10,97
"2021-07-11 16:20:00",51.25,26.10,97
"2021-07-11 16:10:00",50.95,25.90,97
"2021-07-11 16:00:00",51.42,26.20,98
"2021-07-11 15:50:00",51.00,26.10,98
"2021-07-11 15:40:00",50.95,26.30,99
"2021-07-11 15:30:00",50.86,26.30,99
"2021-07-11 15:20:00",51.50,26.30,100
"2021-07-11 15:10:00",52.38,26.40,100
"2021-07-11 15:00:00",56.05,26.40,100
"2021-07-11 14:50:00",55.98,26.40,100
"2021-07-11 14:40:00",55.91,26.50,100
"2021-07-11 14:30:00",55.99,26.40,100
"2021-07-11 14:20:00",56.02,26.40,100
"2021-07-11 14:10:00",56.00,26.20,100
"2021-07-11 14:00:00",55.99,26.20,100
"2021-07-11 13:50:00",55.96,26.20,100
"2021-07-11 13:40:00",55.99,25.90,98
"2021-07-11 13:30:00",55.84,26.00,97
"2021-07-11 13:20:00",55.81,25.90,97
"2021-07-11 13:10:00",55.94,26.10,97
"2021-07-11 13:00:00",55.91,26.10,96
"2021-07-11 12:50:00",55.93,25.80,96
"2021-07-11 12:40:00",55.92,25.80,96
"2021-07-11 12:30:00",55.91,25.70,95
"2021-07-11 12:20:00",55.83,25.60,95
"2021-07-11 12:10:00",55.83,25.60,94
"2021-07-11 12:00:00",55.81,25.60,94
"2021-07-11 11:50:00",55.76,25.50,93
"2021-07-11 11:40:00",55.66,25.50,92
"2021-07-11 11:30:00",55.69,25.30,92
"2021-07-11 11:20:00",53.94,25.20,91
"2021-07-11 11:10:00",53.51,25.10,91
"2021-07-11 11:00:00",52.19,25.10,91
"2021-07-11 10:50:00",52.89,25.20,91
"2021-07-11 10:40:00",53.79,25.10,90
"2021-07-11 10:30:00",55.61,25.10,90
"2021-07-11 10:20:00",53.41,25.20,90
"2021-07-11 10:10:00",53.34,25.20,89
"2021-07-11 10:00:00",53.09,25.20,89
"2021-07-11 09:50:00",53.62,25.20,89
"2021-07-11 09:40:00",55.47,25.20,88
"2021-07-11 09:30:00",54.49,,87
"2021-07-11 09:20:00",54.20,24.80,86
"2021-07-11 09:10:00",54.54,24.70,86
"2021-07-11 09:00:00",53.63,24.70,85
"2021-07-11 08:50:00",53.11,24.50,85
"2021-07-11 08:40:00",53.43,24.50,84
"2021-07-11 08:30:00",53.43,24.40,83
"2021-07-11 08:20:00",53.70,24.30,83
"2021-07-11 08:10:00",53.36,24.20,82
"2021-07-11 08:00:00",53.08,24.20,81
"2021-07-11 07:50:00",52.98,24.10,81
"2021-07-11 07:40:00",52.79,24.10,80
"2021-07-11 07:30:00",53.92,24.10,80
"2021-07-11 07:20:00",53.60,24.00,79
"2021-07-11 07:10:00",53.24,23.90,78
"2021-07-11 07:00:00",53.02,23.80,77
"2021-07-11 06:50:00",52.77,23.70,76
"2021-07-11 06:40:00",52.51,23.60,76
"2021-07-11 06:30:00",52.28,23.60,75
"2021-07-11 06:20:00",52.09,23.60,75
"2021-07-11 06:10:00",51.91,23.60,75
"2021-07-11 06:00:00",51.78,23.70,75
"2021-07-11 05:50:00",51.66,23.70,74
"2021-07-11 05:40:00",51.58,23.70,74
"2021-07-11 05:30:00",51.50,23.70,74
"2021-07-11 05:20:00",51.44,23.70,74
"2021-07-11 05:10:00",51.40,23.80,74
"2021-07-11 05:00:00",51.39,23.80,74
"2021-07-11 04:50:00",51.37,23.80,74
"2021-07-11 04:40:00",51.37,23.80,73
"2021-07-11 04:30:00",51.38,23.90,73
"2021-07-11 04:20:00",51.37,23.90,73
"2021-07-11 04:10:00",51.36,23.90,73
"2021-07-11 04:00:00",51.36,24.00,73
"2021-07-11 03:50:00",51.36,24.00,73
"2021-07-11 03:40:00",51.31,24.00,73
"2021-07-11 03:30:00",51.34,24.10,73
"2021-07-11 03:20:00",51.33,24.10,73
"2021-07-11 03:10:00",51.34,24.10,72
"2021-07-11 03:00:00",51.31,24.10,72
"2021-07-11 02:50:00",51.30,24.20,72
"2021-07-11 02:40:00",51.28,24.20,72
"2021-07-11 02:30:00",51.24,24.30,72
"2021-07-11 02:20:00",51.24,24.30,72
"2021-07-11 02:10:00",51.23,24.40,72
"2021-07-11 02:00:00",51.23,24.40,72
"2021-07-11 01:50:00",51.16,24.50,71
"2021-07-11 01:40:00",51.17,24.50,71
"2021-07-11 01:30:00",51.15,24.60,71
"2021-07-11 01:20:00",51.11,24.60,71
"2021-07-11 01:10:00",51.08,24.60,71
"2021-07-11 01:00:00",51.03,24.70,71
"2021-07-11 00:50:00",51.01,24.70,71
"2021-07-11 00:40:00",50.85,24.80,71
"2021-07-11 00:30:00",50.62,24.90,71
"2021-07-11 00:20:00",49.82,,70
"2021-07-11 00:10:00",48.71,,71
"2021-07-11 00:00:00",48.98,,72
"2021-07-10 23:50:00",48.92,,72
"2021-07-10 23:40:00",48.93,25.20,73
"2021-07-10 23:30:00",48.79,25.10,74
"2021-07-10 23:20:00",48.99,25.20,74
"2021-07-10 23:10:00",48.87,25.30,75
"2021-07-10 23:00:00",48.89,25.40,76
"2021-07-10 22:50:00",49.17,25.30,77
"2021-07-10 22:40:00",48.89,25.40,77
"2021-07-10 22:30:00",49.24,25.40,78
"2021-07-10 22:20:00",49.26,25.50,79
"2021-07-10 22:10:00",49.32,25.40,80
"2021-07-10 22:00:00",49.33,25.50,81
"2021-07-10 21:50:00",49.43,25.50,81
"2021-07-10 21:40:00",49.41,25.60,82
"2021-07-10 21:30:00",49.40,25.60,83
"2021-07-10 21:20:00",49.53,25.70,84
"2021-07-10 21:10:00",49.53,25.70,84
"2021-07-10 21:00:00",49.58,25.70,85
"2021-07-10 20:50:00",49.72,25.70,86
"2021-07-10 20:40:00",49.71,25.70,87
"2021-07-10 20:30:00",49.92,25.70,88
"2021-07-10 20:20:00",50.10,25.70,89
"2021-07-10 20:10:00",50.22,25.80,90
"2021-07-10 20:00:00",49.98,25.80,90
"2021-07-10 19:50:00",50.09,25.80,91
"2021-07-10 19:40:00",50.19,25.80,92
"2021-07-10 19:30:00",50.06,25.80,93
"2021-07-10 19:20:00",50.30,25.80,94
"2021-07-10 19:10:00",50.50,25.80,95
"2021-07-10 19:00:00",50.53,25.80,96
"2021-07-10 18:50:00",50.75,25.70,96
"2021-07-10 18:40:00",51.11,25.60,97
"2021-07-10 18:30:00",51.08,25.60,97
"2021-07-10 18:20:00",51.30,25.70,98
"2021-07-10 18:10:00",51.06,25.50,98
"2021-07-10 18:00:00",51.52,25.50,99
"2021-07-10 17:50:00",51.60,25.30,99
"2021-07-10 17:40:00",51.78,,99
"2021-07-10 17:30:00",51.45,,99
"2021-07-10 17:20:00",52.54,,99
"2021-07-10 17:10:00",51.90,25.20,99
"2021-07-10 17:00:00",51.51,25.10,100
"2021-07-10 16:50:00",52.96,25.20,100
"2021-07-10 16:40:00",54.75,25.30,100
"2021-07-10 16:30:00",56.04,25.20,92
"2021-07-10 16:20:00",56.03,25.20,92
"2021-07-10 16:10:00",55.89,25.20,92
"2021-07-10 16:00:00",54.56,25.10,91
"2021-07-10 15:50:00",54.53,25.20,91
"2021-07-10 15:40:00",55.96,25.50,91
"2021-07-10 15:30:00",55.89,25.50,90
"2021-07-10 15:20:00",55.77,25.50,90
"2021-07-10 15:10:00",55.92,25.40,89
"2021-07-10 15:00:00",55.94,25.30,89
"2021-07-10 14:50:00",55.86,25.20,88
"2021-07-10 14:40:00",55.89,25.20,88
"2021-07-10 14:30:00",55.82,,87
"2021-07-10 14:20:00",55.74,,86
"2021-07-10 14:10:00",55.22,,86
"2021-07-10 14:00:00",55.39,24.80,85
"2021-07-10 13:50:00",54.33,24.80,84
"2021-07-10 13:40:00",54.12,24.80,84
"2021-07-10 13:30:00",54.22,24.70,83
"2021-07-10 13:20:00",53.90,24.60,83
"2021-07-10 13:10:00",55.00,24.50,82
"2021-07-10 13:00:00",53.78,24.50,81
"2021-07-10 12:50:00",53.09,24.40,81
"2021-07-10 12:40:00",52.45,24.40,80
"2021-07-10 12:30:00",51.50,24.30,80
"2021-07-10 12:20:00",52.49,24.30,80
"2021-07-10 12:10:00",52.79,24.30,80
"2021-07-10 12:00:00",51.87,24.10,80
"2021-07-10 11:50:00",53.22,24.10,80
"2021-07-10 11:40:00",51.09,24.10,80
"2021-07-10 11:30:00",51.16,24.20,80
"2021-07-10 11:20:00",51.46,24.60,80
"2021-07-10 11:10:00",51.35,24.60,80
"2021-07-10 11:00:00",51.80,24.50,80
"2021-07-10 10:50:00",52.41,24.50,80
"2021-07-10 10:40:00",52.80,24.50,80
"2021-07-10 10:30:00",52.97,24.40,80
"2021-07-10 10:20:00",53.95,24.50,79
"2021-07-10 10:10:00",53.96,24.40,78
"2021-07-10 10:00:00",52.83,24.40,78
"2021-07-10 09:50:00",52.55,24.40,78
"2021-07-10 09:40:00",52.26,24.30,78
"2021-07-10 09:30:00",52.93,24.40,78
"2021-07-10 09:20:00",52.08,24.30,77
"2021-07-10 09:10:00",50.89,24.20,77
"2021-07-10 09:00:00",51.33,24.30,77
"2021-07-10 08:50:00",52.46,24.40,77
"2021-07-10 08:40:00",52.54,24.30,77
"2021-07-10 08:30:00",51.45,24.20,77
"2021-07-10 08:20:00",50.80,24.30,77
"2021-07-10 08:10:00",50.98,24.20,77
"2021-07-10 08:00:00",51.06,24.20,77
"2021-07-10 07:50:00",50.97,24.40,77
"2021-07-10 07:40:00",51.34,24.30,77
"2021-07-10 07:30:00",51.87,24.30,77
"2021-07-10 07:20:00",52.98,24.30,77
"2021-07-10 07:10:00",53.00,24.30,77
"2021-07-10 07:00:00",52.62,24.30,76
"2021-07-10 06:50:00",52.65,24.40,76
"2021-07-10 06:40:00",52.94,24.40,75
"2021-07-10 06:30:00",52.71,24.30,75
"2021-07-10 06:20:00",52.65,24.30,75
"2021-07-10 06:10:00",52.42,24.40,74
"2021-07-10 06:00:00",52.30,24.30,74
"2021-07-10 05:50:00",52.17,24.20,74
"2021-07-10 05:40:00",51.99,24.30,73
"2021-07-10 05:30:00",51.94,24.30,73
"2021-07-10 05:20:00",51.90,24.40,73
"2021-07-10 05:10:00",51.88,24.40,73
"2021-07-10 05:00:00",51.86,24.30,73
"2021-07-10 04:50:00",51.79,24.40,73
"2021-07-10 04:40:00",51.74,24.40,72
"2021-07-10 04:30:00",51.73,24.40,72
"2021-07-10 04:20:00",51.72,24.40,72
"2021-07-10 04:10:00",51.66,24.50,72
"2021-07-10 04:00:00",51.67,24.50,72
"2021-07-10 03:50:00",51.66,24.50,72
"2021-07-10 03:40:00",51.65,24.50,72
"2021-07-10 03:30:00",51.65,24.60,72
"2021-07-10 03:20:00",51.62,24.60,71
"2021-07-10 03:10:00",51.55,24.60,71
"2021-07-10 03:00:00",51.52,24.60,71
"2021-07-10 02:50:00",51.54,24.70,71
"2021-07-10 02:40:00",51.50,24.60,71
"2021-07-10 02:30:00",51.48,24.70,71
"2021-07-10 02:20:00",51.59,24.70,71
"2021-07-10 02:10:00",51.55,24.70,71
"2021-07-10 02:00:00",51.53,24.70,70
"2021-07-10 01:50:00",51.55,24.70,70
"2021-07-10 01:40:00",51.52,24.80,70
"2021-07-10 01:30:00",51.47,24.80,70
"2021-07-10 01:20:00",51.49,24.80,70
"2021-07-10 01:10:00",51.51,24.80,70
"2021-07-10 01:00:00",51.62,24.80,70
"2021-07-10 00:50:00",51.53,24.90,69
"2021-07-10 00:40:00",51.50,24.90,69
"2021-07-10 00:30:00",51.49,24.90,69
"2021-07-10 00:20:00",51.40,24.80,69
"2021-07-10 00:10:00",51.18,24.90,69
"2021-07-10 00:00:00",49.08,24.90,69
"2021-07-09 23:50:00",49.48,,69
"2021-07-09 23:40:00",49.23,25.30,70
"2021-07-09 23:30:00",49.21,25.30,70
"2021-07-09 23:20:00",49.44,25.20,71
"2021-07-09 23:10:00",49.30,25.60,72
"2021-07-09 23:00:00",49.70,25.40,73
"2021-07-09 22:50:00",49.43,25.30,73
"2021-07-09 22:40:00",49.48,25.50,74
"2021-07-09 22:30:00",49.46,25.30,75
"2021-07-09 22:20:00",49.75,25.50,76
"2021-07-09 22:10:00",49.96,25.40,77
"2021-07-09 22:00:00",49.92,25.50,78
"2021-07-09 21:50:00",49.81,25.50,79
"2021-07-09 21:40:00",49.84,25.50,80
"2021-07-09 21:30:00",49.95,25.50,81
"2021-07-09 21:20:00",50.03,25.50,82
"2021-07-09 21:10:00",50.16,25.50,83
"2021-07-09 21:00:00",49.87,25.60,84
"2021-07-09 20:50:00",50.00,25.70,85
"2021-07-09 20:40:00",49.90,25.50,87
"2021-07-09 20:30:00",50.05,25.50,88
"2021-07-09 20:20:00",50.44,25.50,89
"2021-07-09 20:10:00",50.51,25.40,91
"2021-07-09 20:00:00",51.21,25.50,91
"2021-07-09 19:50:00",51.59,25.40,92
"2021-07-09 19:40:00",54.87,25.40,92
"2021-07-09 19:30:00",54.97,25.30,92
"2021-07-09 19:20:00",55.26,25.50,91
"2021-07-09 19:10:00",54.58,25.10,91
"2021-07-09 19:00:00",54.51,25.40,90
"2021-07-09 18:50:00",54.92,25.50,90
"2021-07-09 18:40:00",55.27,25.30,89
"2021-07-09 18:30:00",54.67,25.30,88
"2021-07-09 18:20:00",55.06,25.80,88
"2021-07-09 18:10:00",54.93,25.30,87
"2021-07-09 18:00:00",54.72,25.60,86
"2021-07-09 17:50:00",54.45,25.10,86
"2021-07-09 17:40:00",54.37,25.10,85
"2021-07-09 17:30:00",54.29,25.10,84
"2021-07-09 17:20:00",54.22,24.30,84
"2021-07-09 17:10:00",54.12,25.20,83
"2021-07-09 17:00:00",54.78,,82
"2021-07-09 16:50:00",53.76,,81
"2021-07-09 16:40:00",54.14,25.10,80
"2021-07-09 16:30:00",55.35,24.90,79
"2021-07-09 16:20:00",54.25,24.80,78
"2021-07-09 16:10:00",55.04,25.10,77
"2021-07-09 16:00:00",54.15,,76
"2021-07-09 15:50:00",53.68,24.30,74
"2021-07-09 15:40:00",53.50,24.40,74
"2021-07-09 15:30:00",53.42,24.40,73
"2021-07-09 15:20:00",53.26,24.00,72
"2021-07-09 15:10:00",53.19,24.30,71
"2021-07-09 15:00:00",53.08,24.40,70
"2021-07-09 14:50:00",53.09,23.90,69
"2021-07-09 14:40:00",53.01,23.90,68
