#"Instantaneous Power Usage"
#"Building: Utility Building, Meter: Allen Bradley 3000"
"Date","totalRealPower (W)"
"2021-07-23 03:34:00",12349
"2021-07-23 03:33:00",10984
"2021-07-23 03:32:00",11466
"2021-07-23 03:31:00",10252
"2021-07-23 03:30:00",12115
"2021-07-23 03:29:00",11888
"2021-07-23 03:28:00",10486
"2021-07-23 03:27:00",10458
"2021-07-23 03:26:00",11208
"2021-07-23 03:25:00",11219
"2021-07-23 03:24:00",10389
"2021-07-23 03:23:00",12227
"2021-07-23 03:22:00",10600
"2021-07-23 03:21:00",10633
"2021-07-23 03:20:00",10336
"2021-07-23 03:19:00",10376
"2021-07-23 03:18:00",10073
"2021-07-23 03:17:00",11808
"2021-07-23 03:16:00",12425
"2021-07-23 03:15:00",11791
"2021-07-23 03:14:00",11924
"2021-07-23 03:13:00",12222
"2021-07-23 03:12:00",11275
"2021-07-23 03:11:00",14131
"2021-07-23 03:10:00",12868
"2021-07-23 03:09:00",13152
"2021-07-23 03:08:00",10900
"2021-07-23 03:07:00",11068
"2021-07-23 03:06:00",11049
"2021-07-23 03:05:00",12106
"2021-07-23 03:04:00",12666
"2021-07-23 03:03:00",12485
"2021-07-23 03:02:00",11049
"2021-07-23 03:01:00",11550
"2021-07-23 03:00:00",11685
"2021-07-23 02:59:00",12213
"2021-07-23 02:58:00",12665
"2021-07-23 02:57:00",12637
"2021-07-23 02:56:00",12580
"2021-07-23 02:55:00",11583
"2021-07-23 02:54:00",10147
"2021-07-23 02:53:00",11121
"2021-07-23 02:52:00",11157
"2021-07-23 02:51:00",10856
"2021-07-23 02:50:00",10963
"2021-07-23 02:49:00",12265
"2021-07-23 02:48:00",10554
"2021-07-23 02:47:00",10175
"2021-07-23 02:46:00",10253
"2021-07-23 02:45:00",10206
"2021-07-23 02:44:00",6294
"2021-07-23 02:43:00",7704
"2021-07-23 02:42:00",8535
"2021-07-23 02:41:00",8709
"2021-07-23 02:40:00",7838
"2021-07-23 02:39:00",6040
"2021-07-23 02:38:00",6424
"2021-07-23 02:37:00",6439
"2021-07-23 02:36:00",8165
"2021-07-23 02:35:00",6640
"2021-07-23 02:34:00",6570
"2021-07-23 02:33:00",6564
"2021-07-23 02:32:00",7046
"2021-07-23 02:31:00",6904
"2021-07-23 02:30:00",6362
"2021-07-23 02:29:00",8971
"2021-07-23 02:28:00",7656
"2021-07-23 02:27:00",6752
"2021-07-23 02:26:00",6273
"2021-07-23 02:25:00",10502
"2021-07-23 02:24:00",10425
"2021-07-23 02:23:00",12821
"2021-07-23 02:22:00",15550
"2021-07-23 02:21:00",14350
"2021-07-23 02:20:00",10402
"2021-07-23 02:19:00",10253
"2021-07-23 02:18:00",11396
"2021-07-23 02:17:00",11394
"2021-07-23 02:16:00",12152
"2021-07-23 02:15:00",11935
"2021-07-23 02:14:00",10954
"2021-07-23 02:13:00",11867
"2021-07-23 02:12:00",11874
"2021-07-23 02:11:00",11376
"2021-07-23 02:10:00",11137
"2021-07-23 02:09:00",12910
"2021-07-23 02:08:00",11300
"2021-07-23 02:07:00",11058
"2021-07-23 02:06:00",11257
"2021-07-23 02:05:00",12929
"2021-07-23 02:04:00",13329
"2021-07-23 02:03:00",13662
"2021-07-23 02:02:00",13996
"2021-07-23 02:01:00",12431
"2021-07-23 02:00:00",12305
"2021-07-23 01:59:00",10173
"2021-07-23 01:58:00",9922
"2021-07-23 01:57:00",9910
"2021-07-23 01:56:00",11584
"2021-07-23 01:55:00",13768
"2021-07-23 01:54:00",11341
"2021-07-23 01:53:00",11381
"2021-07-23 01:52:00",10616
"2021-07-23 01:51:00",10381
"2021-07-23 01:50:00",10447
"2021-07-23 01:49:00",10468
"2021-07-23 01:48:00",12287
"2021-07-23 01:47:00",11529
"2021-07-23 01:46:00",12450
"2021-07-23 01:45:00",13231
"2021-07-23 01:44:00",12073
"2021-07-23 01:43:00",10358
"2021-07-23 01:42:00",11734
"2021-07-23 01:41:00",12144
"2021-07-23 01:40:00",13212
"2021-07-23 01:39:00",6247
"2021-07-23 01:38:00",13935
"2021-07-23 01:37:00",14657
"2021-07-23 01:36:00",14132
"2021-07-23 01:35:00",15547
"2021-07-23 01:34:00",10832
"2021-07-23 01:33:00",10289
"2021-07-23 01:32:00",11367
"2021-07-23 01:31:00",10373
"2021-07-23 01:30:00",10328
"2021-07-23 01:29:00",11714
"2021-07-23 01:28:00",12501
"2021-07-23 01:27:00",11218
"2021-07-23 01:26:00",11833
"2021-07-23 01:25:00",12804
"2021-07-23 01:24:00",11964
"2021-07-23 01:23:00",11274
"2021-07-23 01:22:00",12129
"2021-07-23 01:21:00",13702
"2021-07-23 01:20:00",11210
"2021-07-23 01:19:00",11011
"2021-07-23 01:18:00",12130
"2021-07-23 01:17:00",12614
"2021-07-23 01:16:00",11798
"2021-07-23 01:15:00",14029
"2021-07-23 01:14:00",13136
"2021-07-23 01:13:00",11595
"2021-07-23 01:12:00",11512
"2021-07-23 01:11:00",12704
"2021-07-23 01:10:00",15220
"2021-07-23 01:09:00",12904
"2021-07-23 01:08:00",13673
"2021-07-23 01:07:00",8436
"2021-07-23 01:06:00",8957
"2021-07-23 01:05:00",8376
"2021-07-23 01:04:00",8513
"2021-07-23 01:03:00",8331
"2021-07-23 01:02:00",7905
"2021-07-23 01:01:00",10536
"2021-07-23 01:00:00",8145
"2021-07-23 00:59:00",7879
"2021-07-23 00:58:00",8415
"2021-07-23 00:57:00",9921
"2021-07-23 00:56:00",7063
"2021-07-23 00:55:00",8797
"2021-07-23 00:54:00",8644
"2021-07-23 00:53:00",8044
"2021-07-23 00:52:00",7713
"2021-07-23 00:51:00",7594
"2021-07-23 00:50:00",8511
"2021-07-23 00:49:00",9978
"2021-07-23 00:48:00",9142
"2021-07-23 00:47:00",12928
"2021-07-23 00:46:00",12061
"2021-07-23 00:45:00",11845
"2021-07-23 00:44:00",11955
"2021-07-23 00:43:00",12138
"2021-07-23 00:42:00",13861
"2021-07-23 00:41:00",15171
"2021-07-23 00:40:00",14283
"2021-07-23 00:39:00",13431
"2021-07-23 00:38:00",12473
"2021-07-23 00:37:00",11730
"2021-07-23 00:36:00",10638
"2021-07-23 00:35:00",13169
"2021-07-23 00:34:00",11728
"2021-07-23 00:33:00",12340
"2021-07-23 00:32:00",10715
"2021-07-23 00:31:00",10721
"2021-07-23 00:30:00",11943
"2021-07-23 00:29:00",12017
"2021-07-23 00:28:00",12242
"2021-07-23 00:27:00",11959
"2021-07-23 00:26:00",11971
"2021-07-23 00:25:00",11840
"2021-07-23 00:24:00",11790
"2021-07-23 00:23:00",11624
"2021-07-23 00:22:00",13493
"2021-07-23 00:21:00",13586
"2021-07-23 00:20:00",12022
"2021-07-23 00:19:00",11194
"2021-07-23 00:18:00",11606
"2021-07-23 00:17:00",12671
"2021-07-23 00:16:00",11061
"2021-07-23 00:15:00",12864
"2021-07-23 00:14:00",12374
"2021-07-23 00:13:00",10550
"2021-07-23 00:12:00",10921
"2021-07-23 00:11:00",12364
"2021-07-23 00:10:00",12497
"2021-07-23 00:09:00",12761
"2021-07-23 00:08:00",15523
"2021-07-23 00:07:00",12788
"2021-07-23 00:06:00",13189
"2021-07-23 00:05:00",13292
"2021-07-23 00:04:00",16333
"2021-07-23 00:03:00",16518
"2021-07-23 00:02:00",16370
"2021-07-23 00:01:00",17327
"2021-07-23 00:00:00",15542
"2021-07-22 23:59:00",14564
"2021-07-22 23:58:00",14996
"2021-07-22 23:57:00",14020
"2021-07-22 23:56:00",12412
"2021-07-22 23:55:00",14346
"2021-07-22 23:54:00",14284
"2021-07-22 23:53:00",12894
"2021-07-22 23:52:00",13492
"2021-07-22 23:51:00",13521
"2021-07-22 23:50:00",12198
"2021-07-22 23:49:00",15387
"2021-07-22 23:48:00",16577
"2021-07-22 23:47:00",15117
"2021-07-22 23:46:00",14814
"2021-07-22 23:45:00",16502
"2021-07-22 23:44:00",16369
"2021-07-22 23:43:00",15258
"2021-07-22 23:42:00",16431
"2021-07-22 23:41:00",15765
"2021-07-22 23:40:00",14111
"2021-07-22 23:39:00",13494
"2021-07-22 23:38:00",13838
"2021-07-22 23:37:00",12235
"2021-07-22 23:36:00",12203
"2021-07-22 23:35:00",12034
"2021-07-22 23:34:00",13236
"2021-07-22 23:33:00",14272
"2021-07-22 23:32:00",14297
"2021-07-22 23:31:00",14197
"2021-07-22 23:30:00",12768
"2021-07-22 23:29:00",13755
"2021-07-22 23:28:00",13651
"2021-07-22 23:27:00",13811
"2021-07-22 23:26:00",12816
"2021-07-22 23:25:00",15997
"2021-07-22 23:24:00",17018
"2021-07-22 23:23:00",12896
"2021-07-22 23:22:00",10337
"2021-07-22 23:21:00",8507
"2021-07-22 23:20:00",11411
"2021-07-22 23:19:00",7468
"2021-07-22 23:18:00",8790
"2021-07-22 23:17:00",7058
"2021-07-22 23:16:00",6819
"2021-07-22 23:15:00",7375
"2021-07-22 23:14:00",9199
"2021-07-22 23:13:00",8620
"2021-07-22 23:12:00",7261
"2021-07-22 23:11:00",8398
"2021-07-22 23:10:00",7523
"2021-07-22 23:09:00",7466
"2021-07-22 23:08:00",7592
"2021-07-22 23:07:00",7854
"2021-07-22 23:06:00",8333
"2021-07-22 23:05:00",12119
"2021-07-22 23:04:00",11552
"2021-07-22 23:03:00",9535
"2021-07-22 23:02:00",7549
"2021-07-22 23:01:00",8985
"2021-07-22 23:00:00",7344
"2021-07-22 22:59:00",7161
"2021-07-22 22:58:00",9003
"2021-07-22 22:57:00",7767
"2021-07-22 22:56:00",7496
"2021-07-22 22:55:00",8562
"2021-07-22 22:54:00",8069
"2021-07-22 22:53:00",7074
"2021-07-22 22:52:00",8395
"2021-07-22 22:51:00",9962
"2021-07-22 22:50:00",9340
"2021-07-22 22:49:00",9699
"2021-07-22 22:48:00",9558
"2021-07-22 22:47:00",10021
"2021-07-22 22:46:00",11454
"2021-07-22 22:45:00",11526
"2021-07-22 22:44:00",10553
"2021-07-22 22:43:00",8095
"2021-07-22 22:42:00",7363
"2021-07-22 22:41:00",7720
"2021-07-22 22:40:00",7625
"2021-07-22 22:39:00",10372
"2021-07-22 22:38:00",9847
"2021-07-22 22:37:00",8403
"2021-07-22 22:36:00",7715
"2021-07-22 22:35:00",8332
"2021-07-22 22:34:00",8372
"2021-07-22 22:33:00",8429
"2021-07-22 22:32:00",8239
"2021-07-22 22:31:00",10177
"2021-07-22 22:30:00",9148
"2021-07-22 22:29:00",9862
"2021-07-22 22:28:00",9930
"2021-07-22 22:27:00",8771
"2021-07-22 22:26:00",9435
"2021-07-22 22:25:00",10255
"2021-07-22 22:24:00",9534
"2021-07-22 22:23:00",7833
"2021-07-22 22:22:00",7737
"2021-07-22 22:21:00",8000
"2021-07-22 22:20:00",8096
"2021-07-22 22:19:00",8231
"2021-07-22 22:18:00",10120
"2021-07-22 22:17:00",10348
"2021-07-22 22:16:00",7869
"2021-07-22 22:15:00",7772
"2021-07-22 22:14:00",8643
"2021-07-22 22:13:00",8345
"2021-07-22 22:12:00",9033
"2021-07-22 22:11:00",11695
"2021-07-22 22:10:00",11158
"2021-07-22 22:09:00",9858
"2021-07-22 22:08:00",11727
"2021-07-22 22:07:00",9938
"2021-07-22 22:06:00",9087
"2021-07-22 22:05:00",7816
"2021-07-22 22:04:00",9505
"2021-07-22 22:03:00",8474
"2021-07-22 22:02:00",8911
"2021-07-22 22:01:00",8902
"2021-07-22 22:00:00",8314
"2021-07-22 21:59:00",11761
"2021-07-22 21:58:00",9120
"2021-07-22 21:57:00",9658
"2021-07-22 21:56:00",8080
"2021-07-22 21:55:00",8045
"2021-07-22 21:54:00",9736
"2021-07-22 21:53:00",9844
"2021-07-22 21:52:00",9833
"2021-07-22 21:51:00",10509
"2021-07-22 21:50:00",10590
"2021-07-22 21:49:00",9989
"2021-07-22 21:48:00",10503
"2021-07-22 21:47:00",11811
"2021-07-22 21:46:00",8714
"2021-07-22 21:45:00",8898
"2021-07-22 21:44:00",10382
"2021-07-22 21:43:00",9575
"2021-07-22 21:42:00",8125
"2021-07-22 21:41:00",9130
"2021-07-22 21:40:00",9736
"2021-07-22 21:39:00",11249
"2021-07-22 21:38:00",10926
"2021-07-22 21:37:00",11566
"2021-07-22 21:36:00",10557
"2021-07-22 21:35:00",9924
"2021-07-22 21:34:00",9280
"2021-07-22 21:33:00",9594
"2021-07-22 21:32:00",9746
"2021-07-22 21:31:00",12007
"2021-07-22 21:30:00",12266
"2021-07-22 21:29:00",9498
"2021-07-22 21:28:00",9308
"2021-07-22 21:27:00",8332
"2021-07-22 21:26:00",9051
"2021-07-22 21:25:00",9096
"2021-07-22 21:24:00",10528
"2021-07-22 21:23:00",11381
"2021-07-22 21:22:00",9965
"2021-07-22 21:21:00",9731
"2021-07-22 21:20:00",9615
"2021-07-22 21:19:00",9700
"2021-07-22 21:18:00",8998
"2021-07-22 21:17:00",10742
"2021-07-22 21:16:00",9533
"2021-07-22 21:15:00",9039
"2021-07-22 21:14:00",9054
"2021-07-22 21:13:00",9096
"2021-07-22 21:12:00",10254
"2021-07-22 21:11:00",10924
"2021-07-22 21:10:00",11745
"2021-07-22 21:09:00",9219
"2021-07-22 21:08:00",8392
"2021-07-22 21:07:00",8258
"2021-07-22 21:06:00",8283
"2021-07-22 21:05:00",10816
"2021-07-22 21:04:00",14651
"2021-07-22 21:03:00",12970
"2021-07-22 21:02:00",9099
"2021-07-22 21:01:00",9271
"2021-07-22 21:00:00",8610
"2021-07-22 20:59:00",8600
"2021-07-22 20:58:00",8424
"2021-07-22 20:57:00",10459
"2021-07-22 20:56:00",9762
"2021-07-22 20:55:00",9607
"2021-07-22 20:54:00",10267
"2021-07-22 20:53:00",10984
"2021-07-22 20:52:00",10071
"2021-07-22 20:51:00",13839
"2021-07-22 20:50:00",13711
"2021-07-22 20:49:00",12224
"2021-07-22 20:48:00",11147
"2021-07-22 20:47:00",9065
"2021-07-22 20:46:00",10528
"2021-07-22 20:45:00",9252
"2021-07-22 20:44:00",11037
"2021-07-22 20:43:00",9489
"2021-07-22 20:42:00",9296
"2021-07-22 20:41:00",8834
"2021-07-22 20:40:00",7826
"2021-07-22 20:39:00",7974
"2021-07-22 20:38:00",7825
"2021-07-22 20:37:00",9579
"2021-07-22 20:36:00",9081
"2021-07-22 20:35:00",10093
"2021-07-22 20:34:00",10616
"2021-07-22 20:33:00",9237
"2021-07-22 20:32:00",9050
"2021-07-22 20:31:00",9980
"2021-07-22 20:30:00",9735
"2021-07-22 20:29:00",9223
"2021-07-22 20:28:00",9192
"2021-07-22 20:27:00",7392
"2021-07-22 20:26:00",7470
"2021-07-22 20:25:00",8673
"2021-07-22 20:24:00",10490
"2021-07-22 20:23:00",10451
"2021-07-22 20:22:00",10379
"2021-07-22 20:21:00",8463
"2021-07-22 20:20:00",8257
"2021-07-22 20:19:00",8284
"2021-07-22 20:18:00",7753
"2021-07-22 20:17:00",13306
"2021-07-22 20:16:00",10732
"2021-07-22 20:15:00",10867
"2021-07-22 20:14:00",11121
"2021-07-22 20:13:00",9305
"2021-07-22 20:12:00",9303
"2021-07-22 20:11:00",10670
"2021-07-22 20:10:00",10593
"2021-07-22 20:09:00",7824
"2021-07-22 20:08:00",7594
"2021-07-22 20:07:00",7505
"2021-07-22 20:06:00",9515
"2021-07-22 20:05:00",9404
"2021-07-22 20:04:00",10175
"2021-07-22 20:03:00",7828
"2021-07-22 20:02:00",7717
"2021-07-22 20:01:00",7580
"2021-07-22 20:00:00",7721
"2021-07-22 19:59:00",8555
"2021-07-22 19:58:00",10707
"2021-07-22 19:57:00",11548
"2021-07-22 19:56:00",10720
"2021-07-22 19:55:00",11590
"2021-07-22 19:54:00",8414
"2021-07-22 19:53:00",8645
"2021-07-22 19:52:00",8461
"2021-07-22 19:51:00",10556
"2021-07-22 19:50:00",10406
"2021-07-22 19:49:00",7824
"2021-07-22 19:48:00",8130
"2021-07-22 19:47:00",8342
"2021-07-22 19:46:00",9273
"2021-07-22 19:45:00",8620
"2021-07-22 19:44:00",9545
"2021-07-22 19:43:00",7982
"2021-07-22 19:42:00",7887
"2021-07-22 19:41:00",7542
"2021-07-22 19:40:00",10113
"2021-07-22 19:39:00",7496
"2021-07-22 19:38:00",9821
"2021-07-22 19:37:00",12086
"2021-07-22 19:36:00",11548
"2021-07-22 19:35:00",8751
"2021-07-22 19:34:00",8821
"2021-07-22 19:33:00",8868
"2021-07-22 19:32:00",8705
"2021-07-22 19:31:00",10236
"2021-07-22 19:30:00",10605
"2021-07-22 19:29:00",8050
"2021-07-22 19:28:00",9765
"2021-07-22 19:27:00",9260
"2021-07-22 19:26:00",9487
"2021-07-22 19:25:00",8812
"2021-07-22 19:24:00",9879
"2021-07-22 19:23:00",8546
"2021-07-22 19:22:00",8398
"2021-07-22 19:21:00",8460
"2021-07-22 19:20:00",8141
"2021-07-22 19:19:00",7821
"2021-07-22 19:18:00",8682
"2021-07-22 19:17:00",12288
"2021-07-22 19:16:00",11319
"2021-07-22 19:15:00",11179
"2021-07-22 19:14:00",11207
"2021-07-22 19:13:00",13680
"2021-07-22 19:12:00",12815
"2021-07-22 19:11:00",14509
"2021-07-22 19:10:00",14824
"2021-07-22 19:09:00",12070
"2021-07-22 19:08:00",11177
"2021-07-22 19:07:00",11310
"2021-07-22 19:06:00",10256
"2021-07-22 19:05:00",9408
"2021-07-22 19:04:00",12283
"2021-07-22 19:03:00",9214
"2021-07-22 19:02:00",10158
"2021-07-22 19:01:00",9559
"2021-07-22 19:00:00",9002
"2021-07-22 18:59:00",12849
"2021-07-22 18:58:00",15597
"2021-07-22 18:57:00",14920
"2021-07-22 18:56:00",11620
"2021-07-22 18:55:00",10718
"2021-07-22 18:54:00",12548
"2021-07-22 18:53:00",11096
"2021-07-22 18:52:00",11354
"2021-07-22 18:51:00",11717
"2021-07-22 18:50:00",12405
"2021-07-22 18:49:00",10281
"2021-07-22 18:48:00",10078
"2021-07-22 18:47:00",8200
"2021-07-22 18:46:00",13843
"2021-07-22 18:45:00",10171
"2021-07-22 18:44:00",9986
"2021-07-22 18:43:00",10365
"2021-07-22 18:42:00",10392
"2021-07-22 18:41:00",9722
"2021-07-22 18:40:00",8942
"2021-07-22 18:39:00",8875
"2021-07-22 18:38:00",11292
"2021-07-22 18:37:00",11598
"2021-07-22 18:36:00",9136
"2021-07-22 18:35:00",8830
"2021-07-22 18:34:00",8797
"2021-07-22 18:33:00",9740
"2021-07-22 18:32:00",10211
"2021-07-22 18:31:00",10981
"2021-07-22 18:30:00",10168
"2021-07-22 18:29:00",9119
"2021-07-22 18:28:00",9646
"2021-07-22 18:27:00",9546
"2021-07-22 18:26:00",9783
"2021-07-22 18:25:00",12751
"2021-07-22 18:24:00",12136
"2021-07-22 18:23:00",10757
"2021-07-22 18:22:00",9148
"2021-07-22 18:21:00",9173
"2021-07-22 18:20:00",10243
"2021-07-22 18:19:00",8347
"2021-07-22 18:18:00",8779
"2021-07-22 18:17:00",12673
"2021-07-22 18:16:00",9481
"2021-07-22 18:15:00",9170
"2021-07-22 18:14:00",10165
"2021-07-22 18:13:00",11888
"2021-07-22 18:12:00",11782
"2021-07-22 18:11:00",13617
"2021-07-22 18:10:00",11398
"2021-07-22 18:09:00",8927
"2021-07-22 18:08:00",8713
"2021-07-22 18:07:00",9222
"2021-07-22 18:06:00",9899
"2021-07-22 18:05:00",10006
"2021-07-22 18:04:00",10911
"2021-07-22 18:03:00",9802
"2021-07-22 18:02:00",9788
"2021-07-22 18:01:00",9562
"2021-07-22 18:00:00",9592
"2021-07-22 17:59:00",8958
"2021-07-22 17:58:00",10044
"2021-07-22 17:57:00",12100
"2021-07-22 17:56:00",11422
"2021-07-22 17:55:00",11162
"2021-07-22 17:54:00",10718
"2021-07-22 17:53:00",10788
"2021-07-22 17:52:00",9835
"2021-07-22 17:51:00",11747
"2021-07-22 17:50:00",13966
"2021-07-22 17:49:00",11714
"2021-07-22 17:48:00",12609
"2021-07-22 17:47:00",12859
"2021-07-22 17:46:00",9293
"2021-07-22 17:45:00",10977
"2021-07-22 17:44:00",14727
"2021-07-22 17:43:00",11711
"2021-07-22 17:42:00",11006
"2021-07-22 17:41:00",11385
"2021-07-22 17:40:00",14688
"2021-07-22 17:39:00",12673
"2021-07-22 17:38:00",11898
"2021-07-22 17:37:00",12640
"2021-07-22 17:36:00",14163
"2021-07-22 17:35:00",10836
"2021-07-22 17:34:00",13758
"2021-07-22 17:33:00",10379
"2021-07-22 17:32:00",10304
"2021-07-22 17:31:00",12250
"2021-07-22 17:30:00",14231
"2021-07-22 17:29:00",11443
"2021-07-22 17:28:00",10373
"2021-07-22 17:27:00",10283
"2021-07-22 17:26:00",10102
"2021-07-22 17:25:00",10023
"2021-07-22 17:24:00",13069
"2021-07-22 17:23:00",9398
"2021-07-22 17:22:00",9407
"2021-07-22 17:21:00",10138
"2021-07-22 17:20:00",10221
"2021-07-22 17:19:00",10834
"2021-07-22 17:18:00",11603
"2021-07-22 17:17:00",13053
"2021-07-22 17:16:00",9822
"2021-07-22 17:15:00",10366
"2021-07-22 17:14:00",10010
"2021-07-22 17:13:00",9903
"2021-07-22 17:12:00",10617
"2021-07-22 17:11:00",13130
"2021-07-22 17:10:00",13121
"2021-07-22 17:09:00",10547
"2021-07-22 17:08:00",10500
"2021-07-22 17:07:00",8936
"2021-07-22 17:06:00",9007
"2021-07-22 17:05:00",9085
"2021-07-22 17:04:00",12051
"2021-07-22 17:03:00",9735
"2021-07-22 17:02:00",13678
"2021-07-22 17:01:00",10642
"2021-07-22 17:00:00",10916
"2021-07-22 16:59:00",13481
"2021-07-22 16:58:00",10065
"2021-07-22 16:57:00",11060
"2021-07-22 16:56:00",10115
"2021-07-22 16:55:00",9699
"2021-07-22 16:54:00",11601
"2021-07-22 16:53:00",11143
"2021-07-22 16:52:00",12767
"2021-07-22 16:51:00",12896
"2021-07-22 16:50:00",13850
"2021-07-22 16:49:00",12106
"2021-07-22 16:48:00",12228
"2021-07-22 16:47:00",10558
"2021-07-22 16:46:00",9455
"2021-07-22 16:45:00",10635
"2021-07-22 16:44:00",11117
"2021-07-22 16:43:00",8805
"2021-07-22 16:42:00",8456
"2021-07-22 16:41:00",9608
"2021-07-22 16:40:00",9095
"2021-07-22 16:39:00",9740
"2021-07-22 16:38:00",8804
"2021-07-22 16:37:00",10273
"2021-07-22 16:36:00",8428
"2021-07-22 16:35:00",8982
"2021-07-22 16:34:00",10289
"2021-07-22 16:33:00",11369
"2021-07-22 16:32:00",10787
"2021-07-22 16:31:00",13675
"2021-07-22 16:30:00",13623
"2021-07-22 16:29:00",11458
"2021-07-22 16:28:00",10200
"2021-07-22 16:27:00",10054
"2021-07-22 16:26:00",9310
"2021-07-22 16:25:00",8097
"2021-07-22 16:24:00",9763
"2021-07-22 16:23:00",8559
"2021-07-22 16:22:00",11523
"2021-07-22 16:21:00",8551
"2021-07-22 16:20:00",9010
"2021-07-22 16:19:00",7725
"2021-07-22 16:18:00",8080
"2021-07-22 16:17:00",9054
"2021-07-22 16:16:00",7557
"2021-07-22 16:15:00",7795
"2021-07-22 16:14:00",7681
"2021-07-22 16:13:00",8591
"2021-07-22 16:12:00",9821
"2021-07-22 16:11:00",11724
"2021-07-22 16:10:00",11081
"2021-07-22 16:09:00",9502
"2021-07-22 16:08:00",8578
"2021-07-22 16:07:00",8914
"2021-07-22 16:06:00",8788
"2021-07-22 16:05:00",9791
"2021-07-22 16:04:00",12401
"2021-07-22 16:03:00",10897
"2021-07-22 16:02:00",9416
"2021-07-22 16:01:00",8484
"2021-07-22 16:00:00",8259
"2021-07-22 15:59:00",8720
"2021-07-22 15:58:00",8963
"2021-07-22 15:57:00",10648
"2021-07-22 15:56:00",8913
"2021-07-22 15:55:00",9227
"2021-07-22 15:54:00",10281
"2021-07-22 15:53:00",9636
"2021-07-22 15:52:00",9576
"2021-07-22 15:51:00",11411
"2021-07-22 15:50:00",11397
"2021-07-22 15:49:00",9858
"2021-07-22 15:48:00",9886
"2021-07-22 15:47:00",9711
"2021-07-22 15:46:00",9711
"2021-07-22 15:45:00",10811
"2021-07-22 15:44:00",10844
"2021-07-22 15:43:00",8457
"2021-07-22 15:42:00",8393
"2021-07-22 15:41:00",8482
"2021-07-22 15:40:00",10873
"2021-07-22 15:39:00",8991
"2021-07-22 15:38:00",10490
"2021-07-22 15:37:00",10799
"2021-07-22 15:36:00",10143
"2021-07-22 15:35:00",9822
"2021-07-22 15:34:00",9609
"2021-07-22 15:33:00",9818
"2021-07-22 15:32:00",8951
"2021-07-22 15:31:00",10471
"2021-07-22 15:30:00",9487
"2021-07-22 15:29:00",9263
"2021-07-22 15:28:00",9215
"2021-07-22 15:27:00",9180
"2021-07-22 15:26:00",9483
"2021-07-22 15:25:00",10564
"2021-07-22 15:24:00",11192
"2021-07-22 15:23:00",8691
"2021-07-22 15:22:00",8167
"2021-07-22 15:21:00",8323
"2021-07-22 15:20:00",9073
"2021-07-22 15:19:00",7272
"2021-07-22 15:18:00",9180
"2021-07-22 15:17:00",10159
"2021-07-22 15:16:00",8642
"2021-07-22 15:15:00",7572
"2021-07-22 15:14:00",7134
"2021-07-22 15:13:00",7334
"2021-07-22 15:12:00",7693
"2021-07-22 15:11:00",9402
"2021-07-22 15:10:00",8855
"2021-07-22 15:09:00",8451
"2021-07-22 15:08:00",8485
"2021-07-22 15:07:00",8491
"2021-07-22 15:06:00",9317
"2021-07-22 15:05:00",9147
"2021-07-22 15:04:00",9995
"2021-07-22 15:03:00",9013
"2021-07-22 15:02:00",8091
"2021-07-22 15:01:00",8497
"2021-07-22 15:00:00",7963
"2021-07-22 14:59:00",7942
"2021-07-22 14:58:00",9368
"2021-07-22 14:57:00",9318
"2021-07-22 14:56:00",10882
"2021-07-22 14:55:00",8465
"2021-07-22 14:54:00",7622
"2021-07-22 14:53:00",8245
"2021-07-22 14:52:00",8171
"2021-07-22 14:51:00",9338
"2021-07-22 14:50:00",6929
"2021-07-22 14:49:00",7960
"2021-07-22 14:48:00",7693
"2021-07-22 14:47:00",8583
"2021-07-22 14:46:00",8981
"2021-07-22 14:45:00",9573
"2021-07-22 14:44:00",10459
"2021-07-22 14:43:00",8463
"2021-07-22 14:42:00",8596
"2021-07-22 14:41:00",6970
"2021-07-22 14:40:00",7132
"2021-07-22 14:39:00",7463
"2021-07-22 14:38:00",10304
"2021-07-22 14:37:00",8675
"2021-07-22 14:36:00",7356
"2021-07-22 14:35:00",8040
"2021-07-22 14:34:00",7853
"2021-07-22 14:33:00",7941
"2021-07-22 14:32:00",7597
"2021-07-22 14:31:00",9281
"2021-07-22 14:30:00",7714
"2021-07-22 14:29:00",11885
"2021-07-22 14:28:00",13793
"2021-07-22 14:27:00",13666
"2021-07-22 14:26:00",12821
"2021-07-22 14:25:00",15116
"2021-07-22 14:24:00",15386
"2021-07-22 14:23:00",12853
"2021-07-22 14:22:00",12859
"2021-07-22 14:21:00",12380
"2021-07-22 14:20:00",12663
"2021-07-22 14:19:00",12828
"2021-07-22 14:18:00",14309
"2021-07-22 14:17:00",11937
"2021-07-22 14:16:00",12412
"2021-07-22 14:15:00",12408
"2021-07-22 14:14:00",12324
"2021-07-22 14:13:00",11425
"2021-07-22 14:12:00",11620
"2021-07-22 14:11:00",16525
"2021-07-22 14:10:00",12754
"2021-07-22 14:09:00",13154
"2021-07-22 14:08:00",12320
"2021-07-22 14:07:00",12973
"2021-07-22 14:06:00",13757
"2021-07-22 14:05:00",15170
"2021-07-22 14:04:00",14559
"2021-07-22 14:03:00",12842
"2021-07-22 14:02:00",13665
"2021-07-22 14:01:00",13727
"2021-07-22 14:00:00",13111
"2021-07-22 13:59:00",12246
"2021-07-22 13:58:00",13232
"2021-07-22 13:57:00",12157
"2021-07-22 13:56:00",11962
"2021-07-22 13:55:00",11412
