#"Instantaneous Power Usage"
#"Building: Utility Building, Meter: Allen Bradley 3000"
"Date","totalRealPower (W)"
"2021-07-31 23:59:00",7157
"2021-07-31 23:58:00",7160
"2021-07-31 23:57:00",7224
"2021-07-31 23:56:00",7544
"2021-07-31 23:55:00",8130
"2021-07-31 23:54:00",12336
"2021-07-31 23:53:00",9216
"2021-07-31 23:52:00",8731
"2021-07-31 23:51:00",9363
"2021-07-31 23:50:00",8303
"2021-07-31 23:49:00",8187
"2021-07-31 23:48:00",8413
"2021-07-31 23:47:00",10004
"2021-07-31 23:46:00",8503
"2021-07-31 23:45:00",9397
"2021-07-31 23:44:00",9587
"2021-07-31 23:43:00",9703
"2021-07-31 23:42:00",8799
"2021-07-31 23:41:00",8871
"2021-07-31 23:40:00",8705
"2021-07-31 23:39:00",7438
"2021-07-31 23:38:00",7488
"2021-07-31 23:37:00",6425
"2021-07-31 23:36:00",6429
"2021-07-31 23:35:00",7053
"2021-07-31 23:34:00",8739
"2021-07-31 23:33:00",8551
"2021-07-31 23:32:00",6314
"2021-07-31 23:31:00",6470
"2021-07-31 23:30:00",7200
"2021-07-31 23:29:00",7340
"2021-07-31 23:28:00",6459
"2021-07-31 23:27:00",9099
"2021-07-31 23:26:00",7505
"2021-07-31 23:25:00",7785
"2021-07-31 23:24:00",7865
"2021-07-31 23:23:00",7889
"2021-07-31 23:22:00",7253
"2021-07-31 23:21:00",9370
"2021-07-31 23:20:00",9799
"2021-07-31 23:19:00",7458
"2021-07-31 23:18:00",8108
"2021-07-31 23:17:00",8214
"2021-07-31 23:16:00",7394
"2021-07-31 23:15:00",8144
"2021-07-31 23:14:00",9907
"2021-07-31 23:13:00",9916
"2021-07-31 23:12:00",10171
"2021-07-31 23:11:00",10245
"2021-07-31 23:10:00",7676
"2021-07-31 23:09:00",7626
"2021-07-31 23:08:00",8533
"2021-07-31 23:07:00",9299
"2021-07-31 23:06:00",7883
"2021-07-31 23:05:00",9302
"2021-07-31 23:04:00",8472
"2021-07-31 23:03:00",8865
"2021-07-31 23:02:00",7087
"2021-07-31 23:01:00",8250
"2021-07-31 23:00:00",8387
"2021-07-31 22:59:00",6569
"2021-07-31 22:58:00",6565
"2021-07-31 22:57:00",6568
"2021-07-31 22:56:00",6614
"2021-07-31 22:55:00",6545
"2021-07-31 22:54:00",8741
"2021-07-31 22:53:00",9196
"2021-07-31 22:52:00",8071
"2021-07-31 22:51:00",8094
"2021-07-31 22:50:00",7164
"2021-07-31 22:49:00",8091
"2021-07-31 22:48:00",8168
"2021-07-31 22:47:00",9735
"2021-07-31 22:46:00",8135
"2021-07-31 22:45:00",8692
"2021-07-31 22:44:00",8806
"2021-07-31 22:43:00",8786
"2021-07-31 22:42:00",7778
"2021-07-31 22:41:00",9326
"2021-07-31 22:40:00",9601
"2021-07-31 22:39:00",9611
"2021-07-31 22:38:00",9496
"2021-07-31 22:37:00",8695
"2021-07-31 22:36:00",8837
"2021-07-31 22:35:00",12532
"2021-07-31 22:34:00",10272
"2021-07-31 22:33:00",11217
"2021-07-31 22:32:00",9001
"2021-07-31 22:31:00",8999
"2021-07-31 22:30:00",9017
"2021-07-31 22:29:00",8916
"2021-07-31 22:28:00",8945
"2021-07-31 22:27:00",10590
"2021-07-31 22:26:00",8159
"2021-07-31 22:25:00",8443
"2021-07-31 22:24:00",8502
"2021-07-31 22:23:00",8626
"2021-07-31 22:22:00",8003
"2021-07-31 22:21:00",9622
"2021-07-31 22:20:00",9772
"2021-07-31 22:19:00",7265
"2021-07-31 22:18:00",7363
"2021-07-31 22:17:00",8170
"2021-07-31 22:16:00",7051
"2021-07-31 22:15:00",8289
"2021-07-31 22:14:00",10347
"2021-07-31 22:13:00",8443
"2021-07-31 22:12:00",7944
"2021-07-31 22:11:00",7929
"2021-07-31 22:10:00",7882
"2021-07-31 22:09:00",7902
"2021-07-31 22:08:00",7914
"2021-07-31 22:07:00",9673
"2021-07-31 22:06:00",9098
"2021-07-31 22:05:00",10580
"2021-07-31 22:04:00",8641
"2021-07-31 22:03:00",7979
"2021-07-31 22:02:00",7948
"2021-07-31 22:01:00",10696
"2021-07-31 22:00:00",10643
"2021-07-31 21:59:00",9103
"2021-07-31 21:58:00",9181
"2021-07-31 21:57:00",10655
"2021-07-31 21:56:00",9126
"2021-07-31 21:55:00",12263
"2021-07-31 21:54:00",13003
"2021-07-31 21:53:00",11677
"2021-07-31 21:52:00",9248
"2021-07-31 21:51:00",10149
"2021-07-31 21:50:00",8979
"2021-07-31 21:49:00",8968
"2021-07-31 21:48:00",8938
"2021-07-31 21:47:00",10744
"2021-07-31 21:46:00",9727
"2021-07-31 21:45:00",9839
"2021-07-31 21:44:00",9794
"2021-07-31 21:43:00",9147
"2021-07-31 21:42:00",9094
"2021-07-31 21:41:00",11784
"2021-07-31 21:40:00",11507
"2021-07-31 21:39:00",10658
"2021-07-31 21:38:00",9783
"2021-07-31 21:37:00",9889
"2021-07-31 21:36:00",11023
"2021-07-31 21:35:00",9526
"2021-07-31 21:34:00",11553
"2021-07-31 21:33:00",11513
"2021-07-31 21:32:00",9892
"2021-07-31 21:31:00",9783
"2021-07-31 21:30:00",9806
"2021-07-31 21:29:00",10677
"2021-07-31 21:28:00",10622
"2021-07-31 21:27:00",11540
"2021-07-31 21:26:00",11450
"2021-07-31 21:25:00",11482
"2021-07-31 21:24:00",10825
"2021-07-31 21:23:00",10522
"2021-07-31 21:22:00",10527
"2021-07-31 21:21:00",12589
"2021-07-31 21:20:00",13128
"2021-07-31 21:19:00",10580
"2021-07-31 21:18:00",10698
"2021-07-31 21:17:00",13712
"2021-07-31 21:16:00",11258
"2021-07-31 21:15:00",9799
"2021-07-31 21:14:00",11400
"2021-07-31 21:13:00",11256
"2021-07-31 21:12:00",8828
"2021-07-31 21:11:00",8691
"2021-07-31 21:10:00",8701
"2021-07-31 21:09:00",8763
"2021-07-31 21:08:00",7966
"2021-07-31 21:07:00",10694
"2021-07-31 21:06:00",10952
"2021-07-31 21:05:00",7714
"2021-07-31 21:04:00",8347
"2021-07-31 21:03:00",9995
"2021-07-31 21:02:00",9868
"2021-07-31 21:01:00",10982
"2021-07-31 21:00:00",10541
"2021-07-31 20:59:00",10562
"2021-07-31 20:58:00",9019
"2021-07-31 20:57:00",9097
"2021-07-31 20:56:00",9418
"2021-07-31 20:55:00",9784
"2021-07-31 20:54:00",9682
"2021-07-31 20:53:00",11208
"2021-07-31 20:52:00",10369
"2021-07-31 20:51:00",10334
"2021-07-31 20:50:00",10296
"2021-07-31 20:49:00",10348
"2021-07-31 20:48:00",10430
"2021-07-31 20:47:00",10202
"2021-07-31 20:46:00",10347
"2021-07-31 20:45:00",10448
"2021-07-31 20:44:00",11423
"2021-07-31 20:43:00",9427
"2021-07-31 20:42:00",11281
"2021-07-31 20:41:00",10066
"2021-07-31 20:40:00",8626
"2021-07-31 20:39:00",10670
"2021-07-31 20:38:00",10834
"2021-07-31 20:37:00",11106
"2021-07-31 20:36:00",9015
"2021-07-31 20:35:00",10562
"2021-07-31 20:34:00",9648
"2021-07-31 20:33:00",8986
"2021-07-31 20:32:00",9199
"2021-07-31 20:31:00",10255
"2021-07-31 20:30:00",9480
"2021-07-31 20:29:00",10756
"2021-07-31 20:28:00",10777
"2021-07-31 20:27:00",10720
"2021-07-31 20:26:00",11248
"2021-07-31 20:25:00",11131
"2021-07-31 20:24:00",9063
"2021-07-31 20:23:00",8990
"2021-07-31 20:22:00",9824
"2021-07-31 20:21:00",10136
"2021-07-31 20:20:00",9967
"2021-07-31 20:19:00",7682
"2021-07-31 20:18:00",7718
"2021-07-31 20:17:00",8446
"2021-07-31 20:16:00",9071
"2021-07-31 20:15:00",9971
"2021-07-31 20:14:00",9253
"2021-07-31 20:13:00",12226
"2021-07-31 20:12:00",11201
"2021-07-31 20:11:00",9915
"2021-07-31 20:10:00",8964
"2021-07-31 20:09:00",8780
"2021-07-31 20:08:00",8806
"2021-07-31 20:07:00",8921
"2021-07-31 20:06:00",9270
"2021-07-31 20:05:00",12382
"2021-07-31 20:04:00",11539
"2021-07-31 20:03:00",9718
"2021-07-31 20:02:00",12699
"2021-07-31 20:01:00",9027
"2021-07-31 20:00:00",12362
"2021-07-31 19:59:00",11738
"2021-07-31 19:58:00",10986
"2021-07-31 19:57:00",13012
"2021-07-31 19:56:00",9398
"2021-07-31 19:55:00",7791
"2021-07-31 19:54:00",7042
"2021-07-31 19:53:00",7286
"2021-07-31 19:52:00",7873
"2021-07-31 19:51:00",9538
"2021-07-31 19:50:00",8767
"2021-07-31 19:49:00",9839
"2021-07-31 19:48:00",10560
"2021-07-31 19:47:00",8451
"2021-07-31 19:46:00",8136
"2021-07-31 19:45:00",7985
"2021-07-31 19:44:00",7439
"2021-07-31 19:43:00",7759
"2021-07-31 19:42:00",7162
"2021-07-31 19:41:00",10296
"2021-07-31 19:40:00",9354
"2021-07-31 19:39:00",7792
"2021-07-31 19:38:00",8731
"2021-07-31 19:37:00",9551
"2021-07-31 19:36:00",9659
"2021-07-31 19:35:00",9667
"2021-07-31 19:34:00",10007
"2021-07-31 19:33:00",11463
"2021-07-31 19:32:00",10818
"2021-07-31 19:31:00",10520
"2021-07-31 19:30:00",9128
"2021-07-31 19:29:00",8510
"2021-07-31 19:28:00",8467
"2021-07-31 19:27:00",11474
"2021-07-31 19:26:00",10353
"2021-07-31 19:25:00",9991
"2021-07-31 19:24:00",9968
"2021-07-31 19:23:00",9214
"2021-07-31 19:22:00",9350
"2021-07-31 19:21:00",9330
"2021-07-31 19:20:00",9244
"2021-07-31 19:19:00",9266
"2021-07-31 19:18:00",9347
"2021-07-31 19:17:00",11640
"2021-07-31 19:16:00",10378
"2021-07-31 19:15:00",7327
"2021-07-31 19:14:00",7248
"2021-07-31 19:13:00",7163
"2021-07-31 19:12:00",7691
"2021-07-31 19:11:00",8347
"2021-07-31 19:10:00",7148
"2021-07-31 19:09:00",9448
"2021-07-31 19:08:00",10367
"2021-07-31 19:07:00",8752
"2021-07-31 19:06:00",9347
"2021-07-31 19:05:00",9325
"2021-07-31 19:04:00",7423
"2021-07-31 19:03:00",8891
"2021-07-31 19:02:00",10094
"2021-07-31 19:01:00",10411
"2021-07-31 19:00:00",8951
"2021-07-31 18:59:00",9889
"2021-07-31 18:58:00",10284
"2021-07-31 18:57:00",10807
"2021-07-31 18:56:00",10200
"2021-07-31 18:55:00",10712
"2021-07-31 18:54:00",10122
"2021-07-31 18:53:00",9626
"2021-07-31 18:52:00",9286
"2021-07-31 18:51:00",8939
"2021-07-31 18:50:00",8975
"2021-07-31 18:49:00",8991
"2021-07-31 18:48:00",8959
"2021-07-31 18:47:00",11253
"2021-07-31 18:46:00",10363
"2021-07-31 18:45:00",12115
"2021-07-31 18:44:00",9542
"2021-07-31 18:43:00",8505
"2021-07-31 18:42:00",9141
"2021-07-31 18:41:00",8296
"2021-07-31 18:40:00",9598
"2021-07-31 18:39:00",8939
"2021-07-31 18:38:00",11300
"2021-07-31 18:37:00",10103
"2021-07-31 18:36:00",10421
"2021-07-31 18:35:00",8367
"2021-07-31 18:34:00",7562
"2021-07-31 18:33:00",7415
"2021-07-31 18:32:00",7096
"2021-07-31 18:31:00",7446
"2021-07-31 18:30:00",9098
"2021-07-31 18:29:00",9023
"2021-07-31 18:28:00",8186
"2021-07-31 18:27:00",8197
"2021-07-31 18:26:00",8194
"2021-07-31 18:25:00",10007
"2021-07-31 18:24:00",10090
"2021-07-31 18:23:00",9526
"2021-07-31 18:22:00",9144
"2021-07-31 18:21:00",11723
"2021-07-31 18:20:00",11544
"2021-07-31 18:19:00",9562
"2021-07-31 18:18:00",9907
"2021-07-31 18:17:00",10787
"2021-07-31 18:16:00",10848
"2021-07-31 18:15:00",12784
"2021-07-31 18:14:00",10677
"2021-07-31 18:13:00",12898
"2021-07-31 18:12:00",12306
"2021-07-31 18:11:00",9876
"2021-07-31 18:10:00",9629
"2021-07-31 18:09:00",9975
"2021-07-31 18:08:00",11387
"2021-07-31 18:07:00",11423
"2021-07-31 18:06:00",10550
"2021-07-31 18:05:00",10288
"2021-07-31 18:04:00",8692
"2021-07-31 18:03:00",7163
"2021-07-31 18:02:00",7616
"2021-07-31 18:01:00",7417
"2021-07-31 18:00:00",7324
"2021-07-31 17:59:00",7270
"2021-07-31 17:58:00",7910
"2021-07-31 17:57:00",9128
"2021-07-31 17:56:00",9619
"2021-07-31 17:55:00",6949
"2021-07-31 17:54:00",6871
"2021-07-31 17:53:00",7116
"2021-07-31 17:52:00",7194
"2021-07-31 17:51:00",7786
"2021-07-31 17:50:00",8138
"2021-07-31 17:49:00",10246
"2021-07-31 17:48:00",9494
"2021-07-31 17:47:00",7959
"2021-07-31 17:46:00",8327
"2021-07-31 17:45:00",7956
"2021-07-31 17:44:00",8574
"2021-07-31 17:43:00",8394
"2021-07-31 17:42:00",9099
"2021-07-31 17:41:00",10493
"2021-07-31 17:40:00",9568
"2021-07-31 17:39:00",8979
"2021-07-31 17:38:00",10383
"2021-07-31 17:37:00",10785
"2021-07-31 17:36:00",9779
"2021-07-31 17:35:00",9331
"2021-07-31 17:34:00",9938
"2021-07-31 17:33:00",10697
"2021-07-31 17:32:00",10789
"2021-07-31 17:31:00",9850
"2021-07-31 17:30:00",7439
"2021-07-31 17:29:00",7579
"2021-07-31 17:28:00",10045
"2021-07-31 17:27:00",9220
"2021-07-31 17:26:00",9514
"2021-07-31 17:25:00",10355
"2021-07-31 17:24:00",10055
"2021-07-31 17:23:00",9341
"2021-07-31 17:22:00",8886
"2021-07-31 17:21:00",8957
"2021-07-31 17:20:00",8022
"2021-07-31 17:19:00",9526
"2021-07-31 17:18:00",10506
"2021-07-31 17:17:00",13050
"2021-07-31 17:16:00",13485
"2021-07-31 17:15:00",10132
"2021-07-31 17:14:00",9761
"2021-07-31 17:13:00",9468
"2021-07-31 17:12:00",9247
"2021-07-31 17:11:00",9377
"2021-07-31 17:10:00",9208
"2021-07-31 17:09:00",12260
"2021-07-31 17:08:00",12217
"2021-07-31 17:07:00",10709
"2021-07-31 17:06:00",9258
"2021-07-31 17:05:00",9215
"2021-07-31 17:04:00",9076
"2021-07-31 17:03:00",9548
"2021-07-31 17:02:00",9901
"2021-07-31 17:01:00",11165
"2021-07-31 17:00:00",11160
"2021-07-31 16:59:00",8588
"2021-07-31 16:58:00",10009
"2021-07-31 16:57:00",8637
"2021-07-31 16:56:00",8045
"2021-07-31 16:55:00",9131
"2021-07-31 16:54:00",8038
"2021-07-31 16:53:00",9741
"2021-07-31 16:52:00",9651
"2021-07-31 16:51:00",7424
"2021-07-31 16:50:00",7128
"2021-07-31 16:49:00",7755
"2021-07-31 16:48:00",7590
"2021-07-31 16:47:00",10223
"2021-07-31 16:46:00",8389
"2021-07-31 16:45:00",11818
"2021-07-31 16:44:00",11837
"2021-07-31 16:43:00",9494
"2021-07-31 16:42:00",9347
"2021-07-31 16:41:00",9355
"2021-07-31 16:40:00",9324
"2021-07-31 16:39:00",9726
"2021-07-31 16:38:00",8328
"2021-07-31 16:37:00",9476
"2021-07-31 16:36:00",9114
"2021-07-31 16:35:00",9133
"2021-07-31 16:34:00",8913
"2021-07-31 16:33:00",8884
"2021-07-31 16:32:00",8449
"2021-07-31 16:31:00",7520
"2021-07-31 16:30:00",7640
"2021-07-31 16:29:00",8986
"2021-07-31 16:28:00",7230
"2021-07-31 16:27:00",8053
"2021-07-31 16:26:00",6605
"2021-07-31 16:25:00",6586
"2021-07-31 16:24:00",6634
"2021-07-31 16:23:00",6973
"2021-07-31 16:22:00",8014
"2021-07-31 16:21:00",8135
"2021-07-31 16:20:00",7218
"2021-07-31 16:19:00",8918
"2021-07-31 16:18:00",8897
"2021-07-31 16:17:00",6988
"2021-07-31 16:16:00",6777
"2021-07-31 16:15:00",6756
"2021-07-31 16:14:00",7676
"2021-07-31 16:13:00",7437
"2021-07-31 16:12:00",7660
"2021-07-31 16:11:00",9152
"2021-07-31 16:10:00",7685
"2021-07-31 16:09:00",9573
"2021-07-31 16:08:00",9407
"2021-07-31 16:07:00",8531
"2021-07-31 16:06:00",9303
"2021-07-31 16:05:00",9507
"2021-07-31 16:04:00",9776
"2021-07-31 16:03:00",11560
"2021-07-31 16:02:00",10019
"2021-07-31 16:01:00",9758
"2021-07-31 16:00:00",8567
"2021-07-31 15:59:00",9563
"2021-07-31 15:58:00",9409
"2021-07-31 15:57:00",8552
"2021-07-31 15:56:00",7586
"2021-07-31 15:55:00",9214
"2021-07-31 15:54:00",7945
"2021-07-31 15:53:00",7890
"2021-07-31 15:52:00",7889
"2021-07-31 15:51:00",8923
"2021-07-31 15:50:00",10807
"2021-07-31 15:49:00",7336
"2021-07-31 15:48:00",7707
"2021-07-31 15:47:00",9439
"2021-07-31 15:46:00",7224
"2021-07-31 15:45:00",7245
"2021-07-31 15:44:00",7236
"2021-07-31 15:43:00",7075
"2021-07-31 15:42:00",8419
"2021-07-31 15:41:00",9432
"2021-07-31 15:40:00",9555
"2021-07-31 15:39:00",10333
"2021-07-31 15:38:00",8864
"2021-07-31 15:37:00",7897
"2021-07-31 15:36:00",7394
"2021-07-31 15:35:00",7422
"2021-07-31 15:34:00",7571
"2021-07-31 15:33:00",7828
"2021-07-31 15:32:00",9143
"2021-07-31 15:31:00",9425
"2021-07-31 15:30:00",7907
"2021-07-31 15:29:00",9395
"2021-07-31 15:28:00",8415
"2021-07-31 15:27:00",7544
"2021-07-31 15:26:00",8919
"2021-07-31 15:25:00",8470
"2021-07-31 15:24:00",10103
"2021-07-31 15:23:00",10062
"2021-07-31 15:22:00",8365
"2021-07-31 15:21:00",8322
"2021-07-31 15:20:00",8041
"2021-07-31 15:19:00",8720
"2021-07-31 15:18:00",11799
"2021-07-31 15:17:00",11724
"2021-07-31 15:16:00",13168
"2021-07-31 15:15:00",12265
"2021-07-31 15:14:00",10890
"2021-07-31 15:13:00",10852
"2021-07-31 15:12:00",11221
"2021-07-31 15:11:00",11162
"2021-07-31 15:10:00",12892
"2021-07-31 15:09:00",12897
"2021-07-31 15:08:00",15237
"2021-07-31 15:07:00",14009
"2021-07-31 15:06:00",12015
"2021-07-31 15:05:00",13209
"2021-07-31 15:04:00",13433
"2021-07-31 15:03:00",12304
"2021-07-31 15:02:00",13176
"2021-07-31 15:01:00",16449
"2021-07-31 15:00:00",17855
"2021-07-31 14:59:00",15528
"2021-07-31 14:58:00",13792
"2021-07-31 14:57:00",12968
"2021-07-31 14:56:00",13026
"2021-07-31 14:55:00",13240
"2021-07-31 14:54:00",13753
"2021-07-31 14:53:00",15745
"2021-07-31 14:52:00",16729
"2021-07-31 14:51:00",16947
"2021-07-31 14:50:00",14769
"2021-07-31 14:49:00",14080
"2021-07-31 14:48:00",13813
"2021-07-31 14:47:00",14228
"2021-07-31 14:46:00",13546
"2021-07-31 14:45:00",13516
"2021-07-31 14:44:00",15160
"2021-07-31 14:43:00",15400
"2021-07-31 14:42:00",15557
"2021-07-31 14:41:00",15595
"2021-07-31 14:40:00",14709
"2021-07-31 14:39:00",14569
"2021-07-31 14:38:00",14104
"2021-07-31 14:37:00",14452
"2021-07-31 14:36:00",15366
"2021-07-31 14:35:00",13695
"2021-07-31 14:34:00",11913
"2021-07-31 14:33:00",11959
"2021-07-31 14:32:00",13777
"2021-07-31 14:31:00",13255
"2021-07-31 14:30:00",14312
"2021-07-31 14:29:00",15024
"2021-07-31 14:28:00",13082
"2021-07-31 14:27:00",14486
"2021-07-31 14:26:00",12768
"2021-07-31 14:25:00",13027
"2021-07-31 14:24:00",12055
"2021-07-31 14:23:00",12038
"2021-07-31 14:22:00",12502
"2021-07-31 14:21:00",12411
"2021-07-31 14:20:00",19303
"2021-07-31 14:19:00",15930
"2021-07-31 14:18:00",14286
"2021-07-31 14:17:00",13676
"2021-07-31 14:16:00",13939
"2021-07-31 14:15:00",12200
"2021-07-31 14:14:00",12455
"2021-07-31 14:13:00",13706
"2021-07-31 14:12:00",14434
"2021-07-31 14:11:00",14261
"2021-07-31 14:10:00",13449
"2021-07-31 14:09:00",12299
"2021-07-31 14:08:00",13396
"2021-07-31 14:07:00",12998
"2021-07-31 14:06:00",12615
"2021-07-31 14:05:00",12321
"2021-07-31 14:04:00",13082
"2021-07-31 14:03:00",12922
"2021-07-31 14:02:00",11329
"2021-07-31 14:01:00",12369
"2021-07-31 14:00:00",12737
"2021-07-31 13:59:00",13740
"2021-07-31 13:58:00",13195
"2021-07-31 13:57:00",12640
"2021-07-31 13:56:00",13705
"2021-07-31 13:55:00",14610
"2021-07-31 13:54:00",13045
"2021-07-31 13:53:00",13132
"2021-07-31 13:52:00",12878
"2021-07-31 13:51:00",12939
"2021-07-31 13:50:00",12820
"2021-07-31 13:49:00",14149
"2021-07-31 13:48:00",15938
"2021-07-31 13:47:00",15968
"2021-07-31 13:46:00",16433
"2021-07-31 13:45:00",15877
"2021-07-31 13:44:00",16108
"2021-07-31 13:43:00",14916
"2021-07-31 13:42:00",12368
"2021-07-31 13:41:00",14490
"2021-07-31 13:40:00",13699
"2021-07-31 13:39:00",13807
"2021-07-31 13:38:00",12328
"2021-07-31 13:37:00",12239
"2021-07-31 13:36:00",12222
"2021-07-31 13:35:00",11114
"2021-07-31 13:34:00",11247
"2021-07-31 13:33:00",11109
"2021-07-31 13:32:00",12524
"2021-07-31 13:31:00",13265
"2021-07-31 13:30:00",12366
"2021-07-31 13:29:00",12133
"2021-07-31 13:28:00",11296
"2021-07-31 13:27:00",13393
"2021-07-31 13:26:00",13159
"2021-07-31 13:25:00",12488
"2021-07-31 13:24:00",14122
"2021-07-31 13:23:00",15496
"2021-07-31 13:22:00",13439
"2021-07-31 13:21:00",12849
"2021-07-31 13:20:00",14322
"2021-07-31 13:19:00",11933
"2021-07-31 13:18:00",13549
"2021-07-31 13:17:00",12930
"2021-07-31 13:16:00",15907
"2021-07-31 13:15:00",14724
"2021-07-31 13:14:00",13105
"2021-07-31 13:13:00",11629
"2021-07-31 13:12:00",13770
"2021-07-31 13:11:00",12402
"2021-07-31 13:10:00",13496
"2021-07-31 13:09:00",14208
"2021-07-31 13:08:00",15472
"2021-07-31 13:07:00",12275
"2021-07-31 13:06:00",11909
"2021-07-31 13:05:00",11642
"2021-07-31 13:04:00",12677
"2021-07-31 13:03:00",11553
"2021-07-31 13:02:00",13125
"2021-07-31 13:01:00",14958
"2021-07-31 13:00:00",15197
"2021-07-31 12:59:00",12043
"2021-07-31 12:58:00",11657
"2021-07-31 12:57:00",12391
"2021-07-31 12:56:00",12913
"2021-07-31 12:55:00",13860
"2021-07-31 12:54:00",13615
"2021-07-31 12:53:00",13223
"2021-07-31 12:52:00",13870
"2021-07-31 12:51:00",14215
"2021-07-31 12:50:00",14099
"2021-07-31 12:49:00",13954
"2021-07-31 12:48:00",14082
"2021-07-31 12:47:00",13535
"2021-07-31 12:46:00",13918
"2021-07-31 12:45:00",15253
"2021-07-31 12:44:00",15096
"2021-07-31 12:43:00",14321
"2021-07-31 12:42:00",13149
"2021-07-31 12:41:00",13201
"2021-07-31 12:40:00",12766
"2021-07-31 12:39:00",14532
"2021-07-31 12:38:00",14342
"2021-07-31 12:37:00",16819
"2021-07-31 12:36:00",17735
"2021-07-31 12:35:00",16179
"2021-07-31 12:34:00",14451
"2021-07-31 12:33:00",14463
"2021-07-31 12:32:00",13498
"2021-07-31 12:31:00",13882
"2021-07-31 12:30:00",13250
"2021-07-31 12:29:00",12994
"2021-07-31 12:28:00",13263
"2021-07-31 12:27:00",12568
"2021-07-31 12:26:00",13046
"2021-07-31 12:25:00",13204
"2021-07-31 12:24:00",11982
"2021-07-31 12:23:00",12013
"2021-07-31 12:22:00",11556
"2021-07-31 12:21:00",13240
"2021-07-31 12:20:00",13795
"2021-07-31 12:19:00",12180
"2021-07-31 12:18:00",13172
"2021-07-31 12:17:00",15835
"2021-07-31 12:16:00",13708
"2021-07-31 12:15:00",14547
"2021-07-31 12:14:00",16787
"2021-07-31 12:13:00",18680
"2021-07-31 12:12:00",16172
"2021-07-31 12:11:00",15270
"2021-07-31 12:10:00",14040
"2021-07-31 12:09:00",13830
"2021-07-31 12:08:00",14397
"2021-07-31 12:07:00",14074
"2021-07-31 12:06:00",13187
"2021-07-31 12:05:00",16671
"2021-07-31 12:04:00",16240
"2021-07-31 12:03:00",16516
"2021-07-31 12:02:00",15191
"2021-07-31 12:01:00",16022
"2021-07-31 12:00:00",13716
"2021-07-31 11:59:00",16302
"2021-07-31 11:58:00",13888
"2021-07-31 11:57:00",15209
"2021-07-31 11:56:00",15309
"2021-07-31 11:55:00",14402
"2021-07-31 11:54:00",14387
"2021-07-31 11:53:00",13901
"2021-07-31 11:52:00",15018
"2021-07-31 11:51:00",15433
"2021-07-31 11:50:00",15600
"2021-07-31 11:49:00",15472
"2021-07-31 11:48:00",14025
"2021-07-31 11:47:00",12705
"2021-07-31 11:46:00",12368
"2021-07-31 11:45:00",13161
"2021-07-31 11:44:00",13029
"2021-07-31 11:43:00",13692
"2021-07-31 11:42:00",13445
"2021-07-31 11:41:00",14990
"2021-07-31 11:40:00",15216
"2021-07-31 11:39:00",14219
"2021-07-31 11:38:00",13989
"2021-07-31 11:37:00",16579
"2021-07-31 11:36:00",14177
"2021-07-31 11:35:00",14070
"2021-07-31 11:34:00",13248
"2021-07-31 11:33:00",14805
"2021-07-31 11:32:00",14930
"2021-07-31 11:31:00",13710
"2021-07-31 11:30:00",13891
"2021-07-31 11:29:00",13709
"2021-07-31 11:28:00",14265
"2021-07-31 11:27:00",14979
"2021-07-31 11:26:00",14234
"2021-07-31 11:25:00",13976
"2021-07-31 11:24:00",13765
"2021-07-31 11:23:00",12282
"2021-07-31 11:22:00",12626
"2021-07-31 11:21:00",12286
"2021-07-31 11:20:00",12436
"2021-07-31 11:19:00",13328
"2021-07-31 11:18:00",12968
"2021-07-31 11:17:00",15131
"2021-07-31 11:16:00",14375
"2021-07-31 11:15:00",13067
"2021-07-31 11:14:00",12249
"2021-07-31 11:13:00",12033
"2021-07-31 11:12:00",12781
"2021-07-31 11:11:00",12952
"2021-07-31 11:10:00",14214
"2021-07-31 11:09:00",15191
"2021-07-31 11:08:00",14356
"2021-07-31 11:07:00",13374
"2021-07-31 11:06:00",15121
"2021-07-31 11:05:00",13739
"2021-07-31 11:04:00",13990
"2021-07-31 11:03:00",13578
"2021-07-31 11:02:00",17481
"2021-07-31 11:01:00",17854
"2021-07-31 11:00:00",14101
"2021-07-31 10:59:00",13837
"2021-07-31 10:58:00",14968
"2021-07-31 10:57:00",14648
"2021-07-31 10:56:00",13496
"2021-07-31 10:55:00",13580
"2021-07-31 10:54:00",15679
"2021-07-31 10:53:00",16007
"2021-07-31 10:52:00",15946
"2021-07-31 10:51:00",16525
"2021-07-31 10:50:00",12859
"2021-07-31 10:49:00",12717
"2021-07-31 10:48:00",13771
"2021-07-31 10:47:00",13920
"2021-07-31 10:46:00",15423
"2021-07-31 10:45:00",15096
"2021-07-31 10:44:00",13173
"2021-07-31 10:43:00",13611
"2021-07-31 10:42:00",13702
"2021-07-31 10:41:00",12945
"2021-07-31 10:40:00",12616
"2021-07-31 10:39:00",13997
"2021-07-31 10:38:00",16764
"2021-07-31 10:37:00",16122
"2021-07-31 10:36:00",14901
"2021-07-31 10:35:00",15605
"2021-07-31 10:34:00",15553
"2021-07-31 10:33:00",14876
"2021-07-31 10:32:00",14974
"2021-07-31 10:31:00",15715
"2021-07-31 10:30:00",17343
"2021-07-31 10:29:00",16501
"2021-07-31 10:28:00",15271
"2021-07-31 10:27:00",14564
"2021-07-31 10:26:00",14607
"2021-07-31 10:25:00",14524
"2021-07-31 10:24:00",15376
"2021-07-31 10:23:00",17395
"2021-07-31 10:22:00",14933
"2021-07-31 10:21:00",16045
"2021-07-31 10:20:00",12163
